title,address,opening_hrs,website,phone,plus_code
Milton Health Foods,"224 Main St E, Milton, ON L9T 1N7",opening hr not provided,milton-health-foods.jany.io,(905) 636-7800,"G478+8V Milton, Ontario"
Rosedale General Store,"1075 Yonge St, Toronto, ON M4W 2L2",opening hr not provided,rosedalegeneralstore.ca,(416) 927-0359,"MJH5+HX Toronto, Ontario"
Organic Planet Health,"688 Major MacKenzie Dr E, Richmond Hill, ON L4C 1J9",opening hr not provided,organicplanetonline.ca,(905) 787-9900,"VHGM+H8 Richmond Hill, Ontario"
Moberly Natural Foods,"688 St Clair Ave W, Toronto, ON M6C 1B1",opening hr not provided,moberlynaturalfoods.com,(647) 351-8068,"MHJF+PM Toronto, Ontario"
Forever Living Products - Direct Distributor,shopforeverliving.flp.com,Open now: Open 24 hours,shopforeverliving.flp.com,(647) 804-1531,plus code available
Moberly Natural Foods,"2044 Danforth Ave, Toronto, ON M4C 1J6",opening hr not provided,moberlynaturalfoods.com,(416) 690-8868,"MMPP+69 Toronto, Ontario"
Lennie's Whole Foods Cabbagetown,"489 Parliament St, Toronto, ON M5A 3A3",opening hr not provided,facebook.com,(416) 920-3777,"MJ7J+PV Toronto, Ontario"
Natural Life Health Market,"7700 Bathurst St #30, Thornhill, ON L4J 7Y3",opening hr not provided,naturallifemarket.com,(905) 707-3350,"RG5X+X9 Vaughan, Ontario"
The Big Carrot Wholistic Dispensary,"320 Danforth Ave, Toronto, ON M4K 1N8",opening hr not provided,thebigcarrot.ca,(416) 466-2129,"MJHW+2P Toronto, Ontario"
Loblaws,"380 The East Mall, Etobicoke, ON M9B 6L5",opening hr not provided,loblaws.ca,(416) 695-8990,"JCVQ+HV Etobicoke, Toronto, ON"
Bayview Natural Food (prev. Q Living),"1622 Bayview Ave, Toronto, ON M4G 3B7",opening hr not provided,qlivinghealthfood.com,(647) 748-9177,"PJ4F+JP Toronto, Ontario"
Fortinos,"60 Quarry Edge Dr, Brampton, ON L6V 4K2",opening hr not provided,fortinos.ca,(905) 453-3600,"P659+22 Brampton, Ontario"
S&H Health Foods,"Scarborough Town Centre, 300 Borough Dr, Scarborough, ON M1P 4P5",opening hr not provided,sandhhealth.com,(416) 296-1777,"QPGR+GF Scarborough, Toronto, ON"
Good Health Mart - Milton,"840 Main St E, Milton, ON L9T 0J4",opening hr not provided,goodhealthmartmilton.com,(905) 878-0444,"G4GM+W3 Milton, Ontario"
Fortinos,"60 Quarry Edge Dr, Brampton, ON L6V 4K2",opening hr not provided,fortinos.ca,(905) 453-3600,"P659+22 Brampton, Ontario"
S&H Health Foods,"Scarborough Town Centre, 300 Borough Dr, Scarborough, ON M1P 4P5",opening hr not provided,sandhhealth.com,(416) 296-1777,"QPGR+GF Scarborough, Toronto, ON"
Good Health Mart - Milton,"840 Main St E, Milton, ON L9T 0J4",opening hr not provided,goodhealthmartmilton.com,(905) 878-0444,"G4GM+W3 Milton, Ontario"
FreshCo Bramalea City Centre,"12 Team Canada Dr, Brampton, ON L6T 0C9",opening hr not provided,freshco.com,(905) 793-4867,"P79H+7F Brampton, Ontario"
Rouge Naturals,"5514 Lawrence Ave E, Scarborough, ON M1C 3B2",opening hr not provided,rougenaturals.com,(416) 519-2345,"QVH6+WG Scarborough, Toronto, ON"
Don Valley Health Food,"3060 Don Mills Rd E, North York, ON M2J 3C1",opening hr not provided,donvalleyhealthfood.ca,(416) 491-5160,"QJPX+74 North York, Toronto, ON"
Choice Farms Ltd,choicefarms.ca,opening hr not provided,choicefarms.ca,(905) 461-1411,plus code available
Ambrosia,"55 Doncaster Ave, Thornhill, ON L3T 1L7",opening hr not provided,ambrosia.ca,(905) 881-7811,"RH3M+87 Markham, Ontario"
Waterfront Seafood Market,"3631 Dixie Rd #5, Mississauga, ON L4Y 4H2",opening hr not provided,angeloswaterfront.ca,(905) 624-3477,"J9CX+VM Mississauga, Ontario"
Healthy Calabash,healthycalabash.square.site,opening hr not provided,healthycalabash.square.site,(416) 886-5633,plus code available
Nature's Emporium,"2180 Itabashi Way, Burlington, ON L7M 5A5",opening hr not provided,naturesemporium.com,(289) 427-5075,"96Q3+5X Burlington, Ontario"
East India Company LTD,"2446 Cawthra Rd, Mississauga, ON L5A 3K6",opening hr not provided,website not available,(905) 276-3212,"HCR3+GH Mississauga, Ontario"
The Vitamin Store,"500 Laurier Ave, Milton, ON L9T 4R3",opening hr not provided,villagevitaminstore.ca,(905) 878-3080,"G45Q+44 Milton, Ontario"
B K Natural Foods,"114 Eglinton Square, Scarborough, ON M1L 2K1",opening hr not provided,bknaturalfoods.ca,(416) 752-4688,"PPF2+C7 Scarborough, Toronto, ON"
Herc's Nutrition - Supplement Store Brampton,"175 Fletchers Creek Blvd, Brampton, ON L6X 5C4",opening hr not provided,hercs.com,(905) 455-9900,"M5RX+J5 Brampton, Ontario"
Garden Foods Ltd,"501 Queen St S, Bolton, ON L7E 1A1",opening hr not provided,gardenfoodsmarket.com,(905) 857-1227,"V7CG+56 Caledon, Ontario"
apniroots,"100 Pertosa Dr, Brampton, ON L6X 0H9",Open now: Open 24 hours,apniroots.com,(647) 808-7061,"M5JW+62 Brampton, Ontario"
Indian Punjabi Bazaar Inc,"499 Ray Lawson Blvd #4, Brampton, ON L6Y 4E6",opening hr not provided,indianpunjabi.ca,(905) 451-5756,"M728+65 Brampton, Ontario"
Noah's Natural Foods - Bloor & Spadina,"322 Bloor St W, Toronto, ON M5S 1W5",opening hr not provided,noahsnaturalfoods.ca,(416) 968-7930,"MH8W+QM Toronto, Ontario"
Zehrs,"487 Queen St S, Bolton, ON L7E 2B4",opening hr not provided,zehrs.ca,(905) 951-9555,"V7CG+H6 Caledon, Ontario"
Giddy Yo,"11 Coles Crescent #1, Orangeville, ON L9W 5W2",opening hr not provided,shop.giddyyoyo.com,+1 844-443-9696,"WWMX+83 Orangeville, Ontario"
Indian Foodland,"45 Dusk Dr, Brampton, ON L6Y 5Z6",opening hr not provided,website not available,(905) 456-9900,"M64J+4V Brampton, Ontario"
Hasty Market,"333 Fairhill Ave, Brampton, ON L7A 3N9",opening hr not provided,website not available,(905) 840-6144,"M5VM+23 Brampton, Ontario"
Daya Health Foods عطاری دایا,"7181 Yonge St unit 103, Markham, ON L3T 0C7",opening hr not provided,website not available,(905) 881-0454,"RH3J+96 Markham, Ontario"
Goodness Me! Natural Food Market,"36 Wellington St W, Guelph, ON N1H 4H7",opening hr not provided,goodnessme.ca,(519) 826-9042,"GQQ4+Q2 Guelph, Ontario"
"Nature's Signature ""Health Food Stores"" Guelph","500 Edinburgh Rd S #1A, Guelph, ON N1G 4Z1",opening hr not provided,natures-source.com,(519) 822-8900,"GQC8+HJ Guelph, Ontario"
Fortinos,"35 Worthington Ave, Brampton, ON L7A 2Y7",opening hr not provided,fortinos.ca,(905) 495-8108,"M5MM+HX Brampton, Ontario"
Food Basics,"235 Guelph St, Georgetown, ON L7G 4R8",opening hr not provided,foodbasics.ca,(905) 877-5648,"M423+G7 Georgetown, Halton Hills, ON"
Sobeys Brampton,"8975 Chinguacousy Rd, Brampton, ON L6Y 0J2",opening hr not provided,sobeys.com,(905) 796-1517,"M68C+Q8 Brampton, Ontario"
Best Price Grocers,"10725 McLaughlin Rd, Brampton, ON L7A 3L7",opening hr not provided,website not available,(905) 846-3100,"P56M+2J Brampton, Ontario"
African Royal Foods,"332 Main St N, Brampton, ON L6V 1P8",opening hr not provided,facebook.com,(905) 454-0304,"M6VJ+C4 Brampton, Ontario"
Farm Boy,"OAKWOODS CENTRE, 1907 Ironoak Way, Oakville, ON L6H 0N1",opening hr not provided,farmboy.ca,(905) 337-3202,"F8RC+X2 Oakville, Ontario"
Trish Juice,"11 Queen St W, Brampton, ON L6Y 1L9",opening hr not provided,trishjuice.com,(905) 487-6197,"M6PQ+6X Brampton, Ontario"
Asian Food Centre,"80 Pertosa Dr, Brampton, ON L6X 5E9",opening hr not provided,asianfoodcentre.com,(905) 460-0009,"M5JV+CV Brampton, Ontario"
Farm Boy,"SHOPPES OF ALDERWOOD, 841 Brown's Line, Etobicoke, ON M8W 3V7",opening hr not provided,farmboy.ca,(416) 253-9379,"JF63+33 Etobicoke, Toronto, ON"
Peter's valu-mart,"1125 Bloor St, Mississauga, ON L4Y 2N6",opening hr not provided,valumart.ca,(905) 279-1353,"J96X+FP Mississauga, Ontario"
Longo's Mount Pleasant,"65 Dufay Rd, Brampton, ON L7A 0B5",opening hr not provided,longos.com,(905) 843-1820,"M5H4+MJ Brampton, Ontario"
EuroMax Foods The Good Food Store,"190 Bovaird Dr W # 59, Brampton, ON L7A 1A2",opening hr not provided,euromaxfoods.com,(905) 451-0221,"P635+9R Brampton, Ontario"
Gol's Lanzhou Noodle Mississauga,"100 City Centre Dr Square One Shopping Centre Food Court CRU1-130, Mississauga, ON L5B 2C9",opening hr not provided,lanzhou.ca,(905) 232-5866,"H9V5+62 Mississauga, Ontario"
Bulk Barn,"5230 Dundas St W, Etobicoke, ON M9B 1A8",opening hr not provided,bulkbarn.ca,(416) 236-1020,"JFR6+4Q Etobicoke, Toronto, ON"
Real Canadian Superstore,"201 Oak Park Blvd, Oakville, ON L6H 6M3",opening hr not provided,realcanadiansuperstore.ca,(905) 257-9099,"F7MH+H4 Oakville, Ontario"
GNC - General Nutrition Centres,"2625B Weston Rd Unit 4A, North York, ON M9N 3W1",opening hr not provided,gnc.ca,(416) 241-5748,"PF69+X3 North York, Toronto, ON"
Real Canadian Superstore,"3045 Mavis Rd, Mississauga, ON L5C 1T7",opening hr not provided,realcanadiansuperstore.ca,(905) 275-6171,"H998+3Q Mississauga, Ontario"
Jenny Craig Weight Loss Center,"295a Queen St E, Brampton, ON L6W 3R1",opening hr not provided,locations.jennycraig.com,(905) 453-2256,"P726+R8 Brampton, Ontario"
Giant tiger,"499 Main St S, Brampton, ON L6Y 1N7",opening hr not provided,gianttiger.com,Phone not available,"M787+FR Brampton, Ontario"
Copper Branch,"Bramalea City Centre, 48 Peel Centre Dr, Brampton, ON L6T 5M2",opening hr not provided,eatcopperbranch.com,(905) 791-6464,"P78F+27 Brampton, Ontario"
EuroMax Foods The Good Food Store,"20 Polonia Ave #101, Brampton, ON L6Y 0K9",opening hr not provided,euromaxfoods.com,(905) 455-4664,"J6VQ+47 Brampton, Ontario"
Wonder Of Nature,"2971 Bloor St W, Etobicoke, ON M8X 1B8",opening hr not provided,wondersofnature.ca,(416) 239-4372,"JFXR+4C Etobicoke, Toronto, ON"
Spataro's No Frills,"8990 Chinguacousy Rd, Brampton, ON L6Y 5X6",opening hr not provided,nofrills.ca,+1 866-987-6453,"M679+RF Brampton, Ontario"
FARMACIA HEALTH BAR,"2096 Queen St E, Toronto, ON M4E 1E1",opening hr not provided,farmaciahealthbar.com,(647) 341-3276,"MPC3+CH Toronto, Ontario"
Whole Family Health Food,"Georgina, ON L4P 0H3",opening hr not provided,wholefamilyhealthfood.com,(905) 476-7117,"6HC3+CQ Georgina, Ontario"
FreshCo Queen & McLaughlin,"398 Queen St W, Brampton, ON L6X 1B3",opening hr not provided,freshco.com,(905) 454-8840,"M6GH+C5 Brampton, Ontario"
Marc's valu-mart,"134 Main St, Erin, ON N0B 1T0",opening hr not provided,valumart.ca,(519) 833-9302,"QW9P+W2 Erin, Ontario"
Steve's No Frills,"295 Queen St E, Brampton, ON L6W 3R1",opening hr not provided,nofrills.ca,+1 866-987-6453,"P737+38 Brampton, Ontario"
The Sweet Potato,"108 Vine Ave, Toronto, ON M6P 1V7",opening hr not provided,thesweetpotato.ca,(416) 762-4848,"MG8J+MH Toronto, Ontario"
Real Canadian Superstore,"171 Guelph St, Georgetown, ON L7G 4A1",opening hr not provided,realcanadiansuperstore.ca,(905) 877-5393,"M32V+H8 Georgetown, Halton Hills, ON"
Prince Of Wales Country Market,"2548 Embleton Rd, Brampton, ON L6X 0E1",opening hr not provided,website not available,(905) 455-8136,"J5PP+M4 Brampton, Ontario"
Popeye's Supplements Milton,"1120 Steeles Ave E Unit 1, Milton, ON L9T 6C8",opening hr not provided,popeyescanada.com,(905) 636-7707,"G4RG+35 Milton, Ontario"
Sheriff's No Frills,"1530 Albion Rd, Etobicoke, ON M9V 1B4",opening hr not provided,nofrills.ca,+1 866-987-6453,"PCR7+QH Etobicoke, Toronto, ON"
Walmart Grocery Pickup & Delivery,"9455 Mississauga Rd, Brampton, ON L6X 0Z8",opening hr not provided,walmart.ca,(905) 451-5675,"M55Q+52 Brampton, Ontario"
Real Canadian Superstore,"201 Oak Park Blvd, Oakville, ON L6H 6M3",opening hr not provided,realcanadiansuperstore.ca,(905) 257-9099,"F7MH+H4 Oakville, Ontario"
The Sweet Potato,"108 Vine Ave, Toronto, ON M6P 1V7",opening hr not provided,thesweetpotato.ca,(416) 762-4848,"MG8J+MH Toronto, Ontario"
Real Canadian Superstore,"171 Guelph St, Georgetown, ON L7G 4A1",opening hr not provided,realcanadiansuperstore.ca,(905) 877-5393,"M32V+H8 Georgetown, Halton Hills, ON"
Prince Of Wales Country Market,"2548 Embleton Rd, Brampton, ON L6X 0E1",opening hr not provided,website not available,(905) 455-8136,"J5PP+M4 Brampton, Ontario"
Popeye's Supplements Milton,"1120 Steeles Ave E Unit 1, Milton, ON L9T 6C8",opening hr not provided,popeyescanada.com,(905) 636-7707,"G4RG+35 Milton, Ontario"
Sheriff's No Frills,"1530 Albion Rd, Etobicoke, ON M9V 1B4",opening hr not provided,nofrills.ca,+1 866-987-6453,"PCR7+QH Etobicoke, Toronto, ON"
NaturopathicProducts Canada,naturopathicproducts.ca,Open now: Open 24 hours,naturopathicproducts.ca,+1 800-663-8637,plus code available
Walmart Grocery Pickup & Delivery,"9455 Mississauga Rd, Brampton, ON L6X 0Z8",opening hr not provided,walmart.ca,(905) 451-5675,"M55Q+52 Brampton, Ontario"
FoodAsia Indian Grocery,"791 Bovaird Dr W, Brampton, ON L6X 0T9",opening hr not provided,foodasia.ca,(905) 267-4686,"M5QW+65 Brampton, Ontario"
Zehrs,"Heritage Mall, 50 4th Ave, Orangeville, ON L9W 1L0",opening hr not provided,zehrs.ca,(519) 942-4223,"WWG5+GC Orangeville, Ontario"
Farzin's No Frills,"345 Main St N, Brampton, ON L6X 1N6",opening hr not provided,nofrills.ca,+1 866-987-6453,"M6VH+7M Brampton, Ontario"
Natura Market,naturamarket.ca,Open now: Open 24 hours,naturamarket.ca,+1 866-770-0705,plus code available
Concord Oriental Market,"1051 Steeles Ave W, Thornhill, ON L4J 8J8",opening hr not provided,website not available,(416) 665-7685,"QHR2+GM Toronto, Ontario"
Rotisserie Frenchie's,"190 Queens Plate Dr A24, Etobicoke, ON M9W 6Y9",opening hr not provided,website not available,(416) 745-3939,"PC94+P6 Etobicoke, Toronto, ON"
Goodness Me!,"79 Park Pl Blvd, Barrie, ON L4N 6P4",opening hr not provided,goodnessme.ca,(705) 730-7689,"88R9+2C Barrie, Ontario"
La Favorita Latin Food Market,"18 Queen St W, Brampton, ON L6X 1A1",opening hr not provided,finderschoice.com,(905) 460-1346,"M6PQ+6R Brampton, Ontario"
Bio Body Balance,"12 Fitzgibson St, Brampton, ON L9B 2E7",opening hr not provided,biobodybalance.ca,(647) 622-3350,"M679+CX Brampton, Ontario"
Nature's Best Natural Food Market,"7 Glenwood Dr, Barrie, ON L4M 3C4",opening hr not provided,naturesbestbarrie.ca,(705) 721-9634,"C73W+3W Barrie, Ontario"
Nature's Emporium,"16655 Yonge St, Newmarket, ON L3X 1V6",opening hr not provided,naturesemporium.com,(905) 898-1844,"2GPH+32 Newmarket, Ontario"
Well Well Well Nutrition Centre,"318 Ontario St, St. Catharines, ON L2R 5L8",opening hr not provided,wellwellwellnc.com,(905) 684-2276,"5P9P+RR St. Catharines, Ontario"
Steve's No Frills,"295 Queen St E, Brampton, ON L6W 3R1",opening hr not provided,nofrills.ca,+1 866-987-6453,"P737+38 Brampton, Ontario"
