title,address,opening_hrs,website,phone,plus_code
Staples Business Advantage Canada,"550 Pendant Dr, Mississauga, ON L5T 2W6",opening hr not provided,staplesbusinessadvantage.ca,+1 877-272-2121,"J8RC+XQ Mississauga, Ontario"
Supreme Basics,"40 West Beaver Creek Rd, Richmond Hill, ON L4B 1G5",opening hr not provided,supremebasics.com,(905) 762-7100,"VJ45+HP Richmond Hill, Ontario"
ASCA Office Solutions,"100 Arbors Ln, Woodbridge, ON L4L 7G4",opening hr not provided,ascaofficesolutions.com,(416) 240-1700,"QCP4+FF Vaughan, Ontario"
T & T Industrial Supplies Ltd,"51 Roysun Rd, Vaughan, ON L4L 8P9",opening hr not provided,ttindsupplies.com,(905) 851-4488,"Q99R+G2 Vaughan, Ontario"
New Avenue Boutique,"2575 Dundas St W, Mississauga, ON L5K 2M6",opening hr not provided,newavenueboutique.com,(905) 828-2953,"G8G9+7J Mississauga, Ontario"
ASCA Office Solutions,"100 Arbors Ln, Woodbridge, ON L4L 7G4",opening hr not provided,ascaofficesolutions.com,(416) 240-1700,"QCP4+FF Vaughan, Ontario"
Island Ink-Jet & Laser Toners Markham,"Sherwood Plaza (Dollarama, Service Ontario, 5694 Hwy 7, Markham, ON L3P 1P4",opening hr not provided,islandinkjet.com,(905) 471-4600,"VPCJ+QH Markham, Ontario"
Maxwell Paper Canada,"3055 Lenworth Dr, Mississauga, ON L4X 2G3",opening hr not provided,maxwellpaper.ca,+1 800-561-6406,"JCCG+JV Mississauga, Ontario"
By Design Commercial Moving Solutions,"6-6295 Shawson Dr, Mississauga, ON L5T 1H4",opening hr not provided,bydesignofficemovers.com,(416) 254-2711,"M83Q+W9 Mississauga, Ontario"
JW Office Solution,"1625 Steeles Ave E Unit 8, Brampton, ON L6T 4T7",opening hr not provided,website not available,(905) 458-8688,"M8W3+X3 Brampton, Ontario"
JYSK - Brampton Shoppers World (Curbside Pickup Only),"499 Main St S Unit 121, Brampton, ON L6Y 1N7",opening hr not provided,jysk.ca,(289) 864-7578,"M786+FX Brampton, Ontario"
Felix Wholesale (Cash & Carry) **NEW LOCATION**,"7300 Torbram Rd Unit #2, Mississauga, ON L4T 3X2",opening hr not provided,felixcashandcarry.ca,(416) 482-9998,"M8XP+RV Mississauga, Ontario"
Royal Imports Group Inc.,"16 Dixie Rd #12, Mississauga, ON L5T 1M9",opening hr not provided,website not available,(905) 908-2390,"M86W+G4 Mississauga, Ontario"
Global Express A Division Of Global Upholstery,"177a Snidercroft Rd, Concord, ON L4K 2J8",opening hr not provided,globalfurnituregroup.com,(905) 660-5101,"QFQW+3F Vaughan, Ontario"
AVGearShop,"80 Devon Rd #2, Brampton, ON L6T 5B3",opening hr not provided,avgearshop.com,(905) 792-7617,"P8P8+3P Brampton, Ontario"
Renaissance Office Supplies & Equipment Ltd,"75 Mary St, Aurora, ON L4G 1G3",opening hr not provided,renaissanceoffice.com,(905) 727-1567,"XGXW+MJ Aurora, Ontario"
Walmart Supercentre,"8300 York Regional Rd 27, Woodbridge, ON L4L 1A5",opening hr not provided,walmart.ca,(905) 851-4648,"Q9PF+P7 Vaughan, Ontario"
D & E Industries Ltd,"6399 Netherhart Rd, Mississauga, ON L5T 1B8",opening hr not provided,dewood.com,(905) 670-6617,"M9C3+4J Mississauga, Ontario"
Island Ink-Jet & Toner Cartridges,islandinkjet.com,opening hr not provided,islandinkjet.com,(905) 629-3210,plus code available
Staples,"4 Banff Rd Unit 101, Uxbridge, ON L9P 1S9",opening hr not provided,stores.staples.ca,(905) 862-2614,"3VVC+75 Uxbridge, Ontario"
Casalife,"350 Evans Ave, Etobicoke, ON M8Z 1K5",opening hr not provided,casalife.com,(416) 922-2785,"JF9H+22 Etobicoke, Toronto, ON"
Staples,"5 The Boardwalk #225, Kitchener, ON N2N 0B1",opening hr not provided,stores.staples.ca,(519) 579-1614,"CCMP+XW Kitchener, Ontario"
MattressDirect.ca,"6226 Danville Rd, Mississauga, ON L5T 2H7",opening hr not provided,mattressdirect.ca,+1 855-333-5088,"J8RG+RJ Mississauga, Ontario"
JASHAMY Group,"2895 Argentia Rd Unit 6, Mississauga, ON L5N 8G6",opening hr not provided,jashamy.com,(905) 814-7800,"H6XC+WF Mississauga, Ontario"
Lowe's Home Improvement,"10111 Heart Lake Rd, Brampton, ON L6Z 0E4",opening hr not provided,lowes.ca,(905) 843-4300,"P6FJ+F3 Brampton, Ontario"
Global Furniture Group,"1350 Flint Rd, North York, ON M3J 2J7",opening hr not provided,globalfurnituregroup.com,(416) 661-3660,"QGJC+M7 North York, Toronto, ON"
The Home Depot,"9515 Mississauga Rd, Brampton, ON L6X 0B3",opening hr not provided,stores.homedepot.ca,(905) 453-3900,"M55M+VW Brampton, Ontario"
Dollar Tree,"2 Bradstock Rd, North York, ON M9M 1M8",opening hr not provided,locations.dollartreecanada.com,(416) 743-5570,"PFQ6+V9 North York, Toronto, ON"
Modern Furniture Toronto/Markham | 现代家私/现代家具,(647) 996-5669,opening hr not provided,website not available,(647) 996-5669,plus code available
IKEA Vaughan,"200 Interchange Way, Concord, ON L4K 5C3",Closed today,ikea.com,+1 866-866-4532,"QFPC+R8 Vaughan, Ontario"
RONA Georgetown,"348 Guelph St, Georgetown, ON L7G 4B5",opening hr not provided,rona.ca,(905) 877-2947,"J4X8+CW Georgetown, Halton Hills, ON"
Dollar Tree,"200 Windflower Gate #109, Woodbridge, ON L4L 9L3",opening hr not provided,locations.dollartreecanada.com,(905) 856-0232,"QCRX+R8 Vaughan, Ontario"
GoJava Toronto,"31 Progress Ave unit 10, Scarborough, ON M1P 4S6",opening hr not provided,gojava.ca,+1 888-418-8405,"QP9C+G9 Scarborough, Toronto, ON"
Canadian Tire,"10031 McLaughlin Rd, Brampton, ON L7A 2X5",opening hr not provided,canadiantire.ca,(905) 846-9227,"M6X3+63 Brampton, Ontario"
Canadian Tire,"499 Main St S, Brampton, ON L6Y 1N7",opening hr not provided,canadiantire.ca,(905) 451-6060,"M787+P4 Brampton, Ontario"
The Source,"2 Bloor St E Unit C2A, Toronto, ON M4W 3G7",Closed today,thesource.ca,(416) 921-1983,"MJC7+69 Toronto, Ontario"
Canadian Tire,"315 Guelph St, Georgetown, ON L7G 4B3",opening hr not provided,canadiantire.ca,(905) 873-1350,"M426+CH Georgetown, Halton Hills, ON"
The Source,"130 King St W Unit CWW2, Toronto, ON M5X 1B5",Closed today,thesource.ca,(416) 363-0687,"JJX8+9M Toronto, Ontario"
Initial Global Inc.,"85 Telson Rd, Markham, ON L3R 1E4",opening hr not provided,initialglobal.com,(416) 418-8950,"RM95+XW Markham, Ontario"
Carr McLean Limited,carrmclean.ca,opening hr not provided,carrmclean.ca,(416) 252-3371,plus code available
Hyatt Stationery,"36 Chauncey Ave, Etobicoke, ON M8Z 2Z4",opening hr not provided,iteminfo.ca,(416) 259-4844,"JFQG+23 Etobicoke, Toronto, ON"
Island Ink-Jet & Toner Cartridges,islandinkjet.com,Open now: Open 24 hours,islandinkjet.com,+1 877-446-5538,plus code available
Apple Sherway Gardens,"25 The West Mall, Toronto, ON M9C 1B8",opening hr not provided,apple.com,(416) 646-8489,"JC6V+VF Toronto, Ontario"
Walmart Supercentre,"1280 Steeles Ave E, Milton, ON L9T 6R1",opening hr not provided,walmart.ca,(905) 864-6027,"G4VM+36 Milton, Ontario"
Party City,"Centennial Mall, 227 Vodden St E, Brampton, ON L6V 1N2",opening hr not provided,partycity.ca,(905) 460-9720,"P63V+C4 Brampton, Ontario"
Chair Source,"8305 Jane St, Concord, ON L4K 5Y3",opening hr not provided,chairsource.ca,(905) 761-8790,"RF5F+X4 Vaughan, Ontario"
Genuine Supply Source Inc,"3505 Laird Rd Unit #7, Mississauga, ON L5L 5Y7",opening hr not provided,genuinesupply.ca,+1 877-477-5525,"G882+XW Mississauga, Ontario"
DesignRepublic,"639 Queen St W, Toronto, ON M5V 2B7",opening hr not provided,mydesignrepublic.com,(416) 603-0007,"JHWW+VH Toronto, Ontario"
Party City,"5915 Rodeo Dr, Mississauga, ON L5R 4C1",opening hr not provided,partycity.ca,(905) 890-9229,"J866+MG Mississauga, Ontario"
MUJI Square One,"100 City Centre Dr, Mississauga, ON L5B 2C9",opening hr not provided,muji.com,(905) 276-2737,"H9R4+VW Mississauga, Ontario"
"Insight Enterprises, Inc. - Mississauga, ON","2425 Matheson Blvd. E. Seventh, Floor, Ste. 743, Mississauga, ON L4W 5K4",Open now: Open 24 hours,ca.insight.com,+1 800-467-4448,"M94W+XJ Mississauga, Ontario"
MUJI Atrium,"20 Dundas St W, Toronto, ON M5G 2C2",opening hr not provided,muji.com,(416) 591-2233,"MJ49+H6 Toronto, Ontario"
Russell Hendrix Clearance Centre,"70 Coronet Rd, Etobicoke, ON M8Z 2M1",opening hr not provided,russellhendrix.com,(416) 207-9000,"JFF3+92 Etobicoke, Toronto, ON"
EQ3 Toronto King - Modern Furniture,"222 King St E, Toronto, ON M5A 1J7",opening hr not provided,eq3.com,(416) 815-2002,"MJ2J+GJ Toronto, Ontario"
United Home Hardware Building Centre - Georgetown,"333 Guelph St, Georgetown, ON L7G 4B3",opening hr not provided,unitedlumber.ca,(905) 873-8007,"M428+22 Georgetown, Halton Hills, ON"
Staples Print & Marketing Services,"542 Keele St, Toronto, ON M6N 3E2",opening hr not provided,staplescopyandprint.ca,(416) 762-4179,"MGCM+44 Toronto, Ontario"
Nirvana Home Collection,"55 Bloor St W, Toronto, ON M4W 1A5",opening hr not provided,nirvanahome.ca,(416) 929-8300,"MJ96+RH Toronto, Ontario"
Island Ink-Jet & Toner Cartridges,"10520 Yonge St unit 40, Richmond Hill, ON L4C 3C7",opening hr not provided,islandinkjet.com,(905) 884-9925,"VHM5+JC Richmond Hill, Ontario"
The Source - Queen St. entrance,"220 Yonge St Unit 1114, Toronto, ON M5B 2H1",Closed today,thesource.ca,(416) 979-7747,"MJ39+3R Toronto, Ontario"
Your Dollar Store With More,"2-31 Worthington Ave E1, Brampton, ON L7A 2Y7",opening hr not provided,dollarstore.ca,(905) 495-7847,"M5MM+38 Brampton, Ontario"
Structube,"2008 Yonge St, Toronto, ON M4S 1Z7",opening hr not provided,structube.com,(416) 483-5720,"PJ23+62 Toronto, Ontario"
Region of Peel,"10 Peel Centre Drive, Suite A and B, Brampton, ON L6T 4B9",opening hr not provided,peelregion.ca,(905) 791-7800,"P79H+P4 Brampton, Ontario"
Staples Print & Marketing Services,"250 Front St E, Toronto, ON M5A 1E9",opening hr not provided,staplescopyandprint.ca,(416) 368-3416,"MJ2P+PH Toronto, Ontario"
Russell Hendrix Restaurant Equipment & Foodservice Supplies,"70 Coronet Rd, Etobicoke, ON M8Z 2M1",opening hr not provided,russellhendrix.com,(416) 238-7850,"JFF3+F5 Etobicoke, Toronto, ON"
The Source - Yonge St. entrance,"2300 Yonge St C23, Unit C23, Toronto, ON M4P 1E4",Closed today,thesource.ca,(416) 485-5060,"PJ42+W5 Toronto, Ontario"
Russell Hendrix Restaurant Equipment & Foodservice Supplies,"70 Coronet Rd, Etobicoke, ON M8Z 2M1",opening hr not provided,russellhendrix.com,(416) 238-7850,"JFF3+F5 Etobicoke, Toronto, ON"
Staples Promotional Products Canada,staplespromoproducts.ca,opening hr not provided,staplespromoproducts.ca,+1 800-450-6452,plus code available
The Source - Yonge St. entrance,"2300 Yonge St C23, Unit C23, Toronto, ON M4P 1E4",Closed today,thesource.ca,(416) 485-5060,"PJ42+W5 Toronto, Ontario"
EQ3 Toronto Hanna - Modern Furniture,"51 Hanna Ave #3, Toronto, ON M6K 3N7",opening hr not provided,eq3.com,(416) 533-9090,"JHQJ+R7 Toronto, Ontario"
Patterson Dental,COVID-19 info · pattersondental.com,opening hr not provided,pattersondental.com,(289) 374-3666,"M93W+5M Mississauga, Ontario"
Chestwood-Mezey Distribution,"100 Steelcase Rd E, Markham, ON L3R 1E8",opening hr not provided,chestwood.com,(416) 499-8199,"RMC3+C2 Markham, Ontario"
Giant Tiger,"370 Main St N, Brampton, ON L6V 4A4",opening hr not provided,gianttiger.com,(905) 457-9721,"M6WH+5X Brampton, Ontario"
Genesis Supplies Inc,"1111 Flint Rd UNIT 26, North York, ON M3J 3C7",opening hr not provided,genesissuppliesinc.ca,(416) 667-1971,"QG7F+4C North York, Toronto, ON"
Microsoft Canada - Corporate Office,"1950 Meadowvale Blvd, Mississauga, ON L5N 8L9",opening hr not provided,microsoft.com,(905) 568-0434,"J67W+3C Mississauga, Ontario"
Office Coffee Solutions,"132 Jardin Dr Unit 4, Concord, ON L4K 1X9",opening hr not provided,officecoffeesolutions.com,(416) 516-9333,"QGW4+CG Vaughan, Ontario"
Advanced Office Technologies,officetechnologies.ca,opening hr not provided,officetechnologies.ca,Phone not available,plus code available
Amdocs Offices,"2 Bloor St E, Toronto, ON M4W 3E2",opening hr not provided,amdocs.com,+1 314-212-7000,"MJC7+86 Toronto, Ontario"
Home Hardware,"250 The East Mall Unit 249, Etobicoke, ON M9B 3Y8",opening hr not provided,homehardware.ca,(416) 234-0601,"JCJV+CP Etobicoke, Toronto, ON"
Brooklyn Furniture,"3742 Bathurst St, North York, ON M3H 3M4",opening hr not provided,brooklynfurniture.com,(416) 635-6111,"PHP8+M8 North York, Toronto, ON"
Staples Print & Marketing Services,"4 Nahanni Dr, Richmond Hill, ON L4B 4L7",opening hr not provided,staplescopyandprint.ca,(647) 471-0106,"RHRH+J5 Richmond Hill, Ontario"
Mississauga ReStore (Habitat for Humanity Halton-Mississauga),"4500 Dixie Rd, Mississauga, ON L4W 1V7",opening hr not provided,habitathm.ca,(905) 828-0987,"J9JM+HP Mississauga, Ontario"
