google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Grocery store,Loblaws,"301 High Tech Rd, Richmond Hill, ON L4B 4R2",opening hr not provided,loblaws.ca,(905) 771-1066,"RHVQ+7M Richmond Hill, Ontario",4.1,"1,858 reviews"
Emergency veterinarian service,Vaughan - Richmond Hill Veterinary Emergency Clinic,"10303 Yonge St, Richmond Hill, ON L4C 3B9",Open now: Open 24 hours,veterinaryemergclinic.ca,(905) 884-1832,"VHH6+FH Richmond Hill, Ontario",3.6,132 reviews
Pet store,Exotic Farm Frenzy,"6061 Yonge St, North York, ON M2M 3W4",Open now: Open 24 hours,exoticfarmfrenzy.ca,Phone not available,"QHRJ+4V North York, Toronto, ON",5.0,8 reviews
Animal hospital,Tower Hill-Bathurst Animal Hospital,"372 Tower Hill Rd #10, Richmond Hill, ON L4E 0A6",Opens at 8:00 a.m.,towerhillbathurstvet.ca,(905) 737-4455,"WG7G+GR Richmond Hill, Ontario",4.1,69 reviews
Pet groomer,Pawty Time Pet Club,"4441 Hwy 7, Unionville, ON L3R 1M1",Opens at 11:30 a.m.,website not available,(905) 604-6797,"VM6Q+8G Markham, Ontario",4.6,47 reviews
Pet store,Gillian's Store,adress not available,opening hr not provided,website not available,Phone not available,plus code available,4.0,1 review
Veterinarian,Dr. Kafai Veterinary Hospital,"8705 Yonge St, Richmond Hill, ON L4C 6Z1",Open now: Open 24 hours,gtaanimalhospital.ca,(905) 882-0078,"RHQC+WC Richmond Hill, Ontario",3.6,132 reviews
Craft store,Michaels,"20 John Birchall Rd #2, Richmond Hill, ON L4S 0B2",Opens at 10:00 a.m.,locationsca.michaels.com,(905) 780-7717,"WJ24+4V Richmond Hill, Ontario",4.1,947 reviews
Grocery store,Sobeys Jefferson Square,"11700 Yonge St, Richmond Hill, ON L4E 0K4",opening hr not provided,sobeys.com,(905) 508-7585,"WH62+RG Richmond Hill, Ontario",4.2,681 reviews
Food products supplier,Canada Raw,"10768 Victoria Square Blvd, Markham, ON L6C 1J5",Opens at 8:00 a.m.,canadaraw.com,(905) 887-1333,"WJ4G+6V Markham, Ontario",4.7,64 reviews
Grocery store,Jim's No Frills,"10488 Yonge St, Richmond Hill, ON L4C 3G7",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"VHM5+67 Richmond Hill, Ontario",3.6,"1,010 reviews"
Veterinarian,Steeles-Yonge Animal Hospital,"180 Steeles Ave W #15, Thornhill, ON L4J 2L1",Closed,syah.ca,(905) 597-8387,"QHXF+4J Vaughan, Ontario",4.0,30 reviews
Aquarium shop,Reefquarium Marine,"21 Fairburn Dr, Markham, ON L6G 0A5",opening hr not provided,reefquarium.com,(905) 947-4367,"RMW2+X2 Markham, Ontario",2.9,17 reviews
Non-profit organization,Rescue Angels,"Hillcrest Mall, Richmond Hill, ON L4C 0C9",opening hr not provided,rescueangels.ca,(647) 293-6570,"VH37+XG Richmond Hill, Ontario",1.6,13 reviews
Warehouse store,Costco Wholesale,"35 John Birchall Rd, Richmond Hill, ON L4S 0B2",opening hr not provided,costco.ca,(905) 780-2100,"WJ25+MM Richmond Hill, Ontario",4.3,"4,788 reviews"
Tropical fish store,Kowloon aquarium (aquapets),"680 Silver Star Blvd, Scarborough, ON M1V 5N1",Opens at 12:00 p.m.,website not available,(416) 292-1688,"RMFX+HQ Scarborough, Toronto, ON",4.3,137 reviews
Pet supply store,PetSmart,"18126 Yonge St Unit 3, Newmarket, ON L3Y 4V8",Opens at 9:00 a.m.,petsmart.ca,(905) 898-4557,"3G96+MF Newmarket, Ontario",4.2,518 reviews
Gourmet grocery store,Sue's Market,"205 Don Head Village Blvd, Richmond Hill, ON L4C 7R4",Opens at 8:00 a.m.,suesmarket.ca,(905) 737-0520,"VG8R+CR Richmond Hill, Ontario",4.4,345 reviews
Gun shop,Tenda Canada Inc,"250 West Beaver Creek Rd #10, Richmond Hill, ON L4B 1C7",Opens at 9:00 a.m.,gotenda.com,(905) 597-4772,"RJW6+2M Richmond Hill, Ontario",3.8,546 reviews
Pest control service,Pest Control Richmond Hill Exterminator,adress not available,Open now: Open 24 hours,pestcontrolexterminate.com,(647) 559-3820,plus code available,4.5,23 reviews
Vacuum cleaner store,Vacuum Warehouse | Miele Vacuum Authorized Dealer,"8910 Yonge St Unit #3, Richmond Hill, ON L4C 0L7",Opens at 10:00 a.m.,vacuumwarehouse.ca,(905) 709-6022,"RHV9+W8 Richmond Hill, Ontario",4.9,421 reviews
Chinese supermarket,T&T Supermarket,"9625 Yonge St, Richmond Hill, ON L4C 5T2",opening hr not provided,tntsupermarket.com,(905) 737-9113,"VH68+VV Richmond Hill, Ontario",4.0,"1,595 reviews"
Grocery store,Enzo's No Frills,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"VH49+F5 Richmond Hill, Ontario",3.9,"1,509 reviews"
Pet supply store,PetSmart,"700 Lawrence Ave West Unit M3B, Toronto, ON M6A 3B4",Opens at 9:00 a.m.,petsmart.ca,(416) 787-7781,"PH83+JJ Toronto, Ontario",4.3,677 reviews
Gift shop,Mill Pond Card & Gift Co.,"10520 Yonge St Unit 7A Richmond Heights Shopping Centre, Richmond Hill, ON L4C 3C7",opening hr not provided,millpondcardgift.com,(647) 448-8873,"VHM5+F8 Richmond Hill, Ontario",4.4,56 reviews
Craft store,Knitters Attic,"10119 Yonge St, Richmond Hill, ON L4C 1T7",Opens at 1:00 p.m.,knittersattic.com,(905) 508-5637,"VHF6+MW Richmond Hill, Ontario",4.4,38 reviews
Pet supply store,Global Pet Foods,"1900 Eglinton Ave E Unit E8, Scarborough, ON M1L 2L9",Opens at 9:00 a.m.,globalpetfoods.com,(416) 759-3331,"PPG4+WJ Scarborough, Toronto, ON",4.4,66 reviews
Veterinarian,VCA Canada Ltd,"95 Newkirk Rd, Richmond Hill, ON L4C 2C6",opening hr not provided,vcacanada.com,(905) 889-2016,"VHGG+79 Richmond Hill, Ontario",3.0,2 reviews
Coin dealer,Canadian Coin & Currency,"10355 Yonge St, Richmond Hill, ON L4C 3C1",Opens at 9:30 a.m.,cdncoin.com,(905) 883-5300,"VHH6+XC Richmond Hill, Ontario",4.5,132 reviews
Aquarium shop,Big Al's Aquarium Supercentres - Vaughan,"3300 Rutherford Rd, Concord, ON L4K 5Z2",Opens at 11:00 a.m.,bigalscurbside.com,(905) 303-3662,"RFJ5+6W Vaughan, Ontario",4.2,635 reviews
Pet adoption service,Markham Cat Adoption & Education Centre,"7755 Bayview Ave, Thornhill, ON L3T 4P1",Opens at 12:00 p.m.,ontariospca.ca,(905) 762-1300,"RH9X+XX Markham, Ontario",4.3,73 reviews
Animal hospital,Dufferin Rutherford Veterinary Hospital,"3-1611 Rutherford Rd, Concord, ON L4K 0C6",Opens at 9:00 a.m.,dufferinrutherfordveterinaryhospital.ca,(905) 832-0011,"RGR8+VF Vaughan, Ontario",4.4,127 reviews
Dollar store,Your Dollar Store With More,"10785 Leslie St, Richmond Hill, ON L4S 1N6",Opens at 9:30 a.m.,dollarstore.ca,(905) 780-0404,"WJ23+6M Richmond Hill, Ontario",3.8,269 reviews
Pet store,Big Al's Aquarium Supercentres - Newmarket,"130 Davis Dr, Newmarket, ON L3Y 2E9",Opens at 11:00 a.m.,bigals.ca,(905) 895-7677,"3G4G+63 Newmarket, Ontario",4.4,524 reviews
Pet supply store,Global Pet Foods,"166-B Bennett Rd, Scarborough, ON M1E 3Y3",Opens at 10:00 a.m.,globalpetfoods.com,(416) 286-5673,"QRCM+R7 Scarborough, Toronto, ON",4.6,65 reviews
