google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Indian grocery store,Fine India Grocers,"3040 Don Mills Rd E UNIT 4A, North York, ON M2J 3C1",Opens at 10:00 a.m.,fineindia.ca,(416) 496-8887,"QJPW+6V North York, Toronto, ON",3.8,254 reviews
Supermarket,Metro,"600 Sheppard Ave W, North York, ON M3H 2S1",Opens at 7:00 a.m.,metro.ca,(416) 636-5136,"QH45+CX North York, Toronto, ON",3.8,"1,310 reviews"
Ice cream shop,Baskin Robbins,"2-1480 Major Mackenzie Dr E c3, Richmond Hill, ON L4S 0A1",Opens at 11:00 a.m.,baskinrobbins.com,(905) 292-9908,"VJJ4+6J Richmond Hill, Ontario",3.7,59 reviews
Gourmet grocery store,Summerhill Market,"1054 Mt Pleasant Rd, Toronto, ON M4P 2M4",Opens at 8:00 a.m.,summerhillmarket.com,(416) 485-4471,"PJ84+6Q Toronto, Ontario",4.3,299 reviews
Farmers' market,19th Avenue Farmer's Market,"2931 19th Ave, Markham, ON L6C 1L7",opening hr not provided,toptomatofoods.ca,(905) 887-8954,"WJCC+JF Markham, Ontario",4.3,748 reviews
Food products supplier,Bulk Barn,"720 Centre St Unit D1, Thornhill, ON L4J 0A7",Opens at 10:00 a.m.,bulkbarn.ca,(905) 882-8004,"RG6X+82 Vaughan, Ontario",4.2,50 reviews
Grocery store,Fortinos,"3940 Hwy 7, Woodbridge, ON L4L 9C3",opening hr not provided,fortinos.ca,(905) 851-5642,"QCQW+G5 Vaughan, Ontario",4.4,"1,885 reviews"
Pharmacy,Metro Pharmacy,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",opening hr not provided,metro.ca,(905) 884-3400,"VHGQ+WH Richmond Hill, Ontario",review not available,not available
Supermarket,Walmart Grocery Pickup & Delivery,"1900 Major MacKenzie Dr W, Maple, ON L6A 4R9",Opens at 8:00 a.m.,walmart.ca,(905) 417-2979,"VF6W+2X Vaughan, Ontario",4.5,2 reviews
Supermarket,Metro,"2900 Warden Ave, Toronto, ON M1W 2S8",Opens at 7:00 a.m.,metro.ca,(416) 497-6734,"QMXJ+9P Toronto, Ontario",4.0,"1,072 reviews"
Korean grocery store,M2M,"4885 Yonge St, North York, ON M2N 5N4",Opens at 9:00 a.m.,hmartca.com,(416) 224-0001,"QH7Q+CG North York, Toronto, ON",4.1,509 reviews
Hypermarket,Foody Mart,"355 Bamburgh Cir, Scarborough, ON M1W 3Y1",opening hr not provided,foodyworld.ca,(416) 490-9890,"RM8G+3W Scarborough, Toronto, ON",3.8,"1,863 reviews"
Asian grocery store,B & T Food Centre,"3255 Rutherford Rd, Concord, ON L4K 5Y5",Opens at 9:30 a.m.,btfoodcentre.webs.com,(905) 761-6899,"RFG5+X6 Vaughan, Ontario",3.5,345 reviews
Supermarket,H Mart North York,"5323 Yonge St, North York, ON M2N 5R4",Opens at 9:00 a.m.,hmartca.com,(416) 792-1131,"QHFP+FG North York, Toronto, ON",4.1,230 reviews
Coffee store,Starbucks,"8750 Bayview Ave #1, Richmond Hill, ON L4B 4V9",Opens at 7:00 a.m.,starbucks.ca,(905) 881-9594,"RHVR+JP Richmond Hill, Ontario",4.3,646 reviews
Bakery,WOW Patisserie,"9301 Bathurst St #11b, Richmond Hill, ON L4C 9S2",Opens at 10:00 a.m.,wowpatisserie.com,(905) 237-2273,"RGXR+9V Richmond Hill, Ontario",4.7,198 reviews
Coffee shop,Starbucks,"8656 Yonge St, Richmond Hill, ON L4C 7A1",opening hr not provided,starbucks.ca,(437) 776-8423,"RHQ9+CQ Richmond Hill, Ontario",4.4,151 reviews
Korean grocery store,H-Mart Finch,"5545 Yonge St, North York, ON M2N 7L3",Opens at 9:00 a.m.,hmartca.com,(416) 227-0300,"QHHP+C2 North York, Toronto, ON",4.1,461 reviews
Gourmet grocery store,Summerhill Market,"446 Summerhill Ave, Toronto, ON M4W 2E4",opening hr not provided,summerhillmarket.com,(416) 921-2714,"MJPF+HV Toronto, Ontario",4.3,258 reviews
Chinese supermarket,T&T Supermarket,"8339 Kennedy Road, Building C, G/F, Markham, ON L3R 5T5",Opens at 9:00 a.m.,tntsupermarket.com,(905) 470-9113,"VM5W+2V Markham, Ontario",4.0,"1,025 reviews"
Grocery store,Cataldi Fresh Market Inc.,"140 Woodbridge Ave, Woodbridge, ON L4L 4K9",Opens at 9:00 a.m.,cataldi.ca,(905) 605-5565,"QCP4+7M Vaughan, Ontario",4.3,241 reviews
Cake shop,JW Patisserie,"9140 Leslie St, Richmond Hill, ON L4B 3L6",Opens at 8:30 a.m.,jw-patisserie.com,(905) 597-3797,"VJ47+WF Richmond Hill, Ontario",4.7,60 reviews
Grocery store,Visconti's No Frills,"5762 Hwy 7, Markham, ON L3P 1A8",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"VPFM+2F Markham, Ontario",3.9,602 reviews
Asian grocery store,Snackhut 零食の屋,"9 Finch Ave E, North York, ON M2N 4P9",Opens at 1:00 p.m.,snackhut.ca,(416) 318-5894,"QHHP+W3 North York, Toronto, ON",2.2,16 reviews
Asian grocery store,Pacific Fresh Food Market,"4734 Jane St, North York, ON M3N 2L2",Opens at 9:00 a.m.,pacificfreshfoodmarket.com,(416) 661-8868,"QF9H+M7 North York, Toronto, ON",3.9,320 reviews
Discount supermarket,Grocery Outlet,"1150 Sheppard Ave W, North York, ON M3K 2B5",Opens at 9:00 a.m.,thegroceryoutlet.ca,(416) 222-1111,"QG3J+JG North York, Toronto, ON",4.3,331 reviews
Wholesaler,North American Impex Inc,"20 Sims Crescent #2, Richmond Hill, ON L4B 2N9",Opens at 8:30 a.m.,naimpex.ca,(905) 881-6887,"VJ49+53 Richmond Hill, Ontario",3.2,6 reviews
Second hand store,Value Village,"10620 Yonge St, Richmond Hill, ON L4C 3C8",Closed today,stores.savers.com,(905) 737-7444,"VHP5+C3 Richmond Hill, Ontario",3.9,988 reviews
Grocery store,Highland Farms,"850 Ellesmere Rd, Scarborough, ON M1P 2W5",Opens at 7:00 a.m.,highlandfarms.ca,(416) 298-1999,"QP88+8H Scarborough, Toronto, ON",4.4,"1,812 reviews"
Grocery store,FreshCo Jane & Finch,"3925 Jane St, North York, ON M3N 2K1",Opens at 7:00 a.m.,freshco.com,(416) 398-8260,"QF4M+6C North York, Toronto, ON",4.1,"1,071 reviews"
Japanese grocery store,Heisei Mart,"3160 Steeles Ave E, Unit 118 (J-Town South building, Markham, ON L3R 4G9",Opens at 10:00 a.m.,j-town.ca,(905) 305-0108,"RM84+65 Markham, Ontario",4.4,310 reviews
Pet supply store,PetSmart,"225 High Tech Rd, Richmond Hill, ON L4B 0A6",Opens at 9:00 a.m.,petsmart.ca,(905) 764-6116,"RHRJ+QQ Richmond Hill, Ontario",4.2,967 reviews
Asian grocery store,Kien Hung Supermarket,"1989 Finch Ave W, North York, ON M3N 2V3",Opens at 9:00 a.m.,website not available,(416) 749-3888,"QF4J+FC North York, Toronto, ON",3.9,332 reviews
Fresh food market,Colangelo Brothers Food Market,"2387 Midland Ave, Scarborough, ON M1S 1R1",Opens at 8:00 a.m.,colangelos.ca,(416) 293-7856,"QPJF+HH Scarborough, Toronto, ON",4.6,207 reviews
Organic food store,Nature's Emporium,"8401 Weston Rd, Woodbridge, ON L4L 0K8",opening hr not provided,naturesemporium.com,(365) 527-2466,"RC4X+VW Vaughan, Ontario",4.3,314 reviews
Department store,Winners,"10520 Yonge St, Richmond Hill, ON L4C 3C7",opening hr not provided,winners.ca,(905) 770-8754,"VHM5+P4 Richmond Hill, Ontario",3.9,381 reviews
Grocery store,Chung Hing Supermarket,"17 Milliken Blvd, Scarborough, ON M1V 1V3",Opens at 9:00 a.m.,website not available,(416) 293-0188,"RP34+9R Scarborough, Toronto, ON",3.5,178 reviews
Grocery store,Jack's No Frills,"3555 Don Mills Rd, Toronto, ON M2H 3N3",Opens at 8:00 a.m.,nofrills.ca,Phone not available,"QJVW+P8 Toronto, Ontario",3.9,15 reviews
Furniture store,Urban Barn Richmond Hill,"295 High Tech Rd Unit 1, Richmond Hill, ON L4B 0A3",Closed today,urbanbarn.com,(905) 764-1427,"RHRQ+RJ Richmond Hill, Ontario",4.3,171 reviews
Grocery store,Real Canadian Superstore,"1755 Brimley Rd, Scarborough, ON M1P 0A3",opening hr not provided,realcanadiansuperstore.ca,(416) 279-0802,"QPHP+6M Scarborough, Toronto, ON",4.2,"2,391 reviews"
Meat products,Super Bazaar,"1505 Birchmount Rd, Scarborough, ON M1P 2G7",Opens at 10:00 a.m.,super-bazaar.com,(416) 285-7759,"QP56+9F Scarborough, Toronto, ON",4.2,280 reviews
Grocery store,Cactus Exotic Foods,"1911 Finch Ave W, North York, ON M3N 2V2",Opens at 11:00 a.m.,website not available,(416) 633-2412,"QF4M+PX North York, Toronto, ON",3.9,35 reviews
Chinese supermarket,Food Depot Supermarket,"3331 Sheppard Ave E, Scarborough, ON M1T 3K2",Opens at 9:00 a.m.,fooddepotsupermarket.com,(416) 756-1880,"QMHR+2P Scarborough, Toronto, ON",3.9,824 reviews
Discount supermarket,Food Basics,"1220 Castlemore Ave, Markham, ON L6E 0H7",Opens at 8:00 a.m.,foodbasics.ca,(905) 209-9200,"WP4J+62 Markham, Ontario",4.0,722 reviews
Pet supply store,PetSmart,"1700 Elgin Mills Rd E Unit 1, Richmond Hill, ON L4S 0B2",Opens at 9:00 a.m.,petsmart.ca,(905) 787-8740,"WJ25+7V Richmond Hill, Ontario",4.3,544 reviews
Pharmacy,Shoppers Drug Mart,"9651 Yonge St, Richmond Hill, ON L4C 1V7",opening hr not provided,stores.shoppersdrugmart.ca,(905) 508-2921,"VH78+87 Richmond Hill, Ontario",3.0,69 reviews
Grocery store,Loblaws,"396 St Clair Ave W, Toronto, ON M5P 3N3",opening hr not provided,loblaws.ca,(416) 651-5166,"MHMM+HM Toronto, Ontario",4.1,"2,367 reviews"
Indian grocery store,Panchvati Supermarket,"2141 Ellesmere Rd, Scarborough, ON M1G 3M6",Opens at 9:30 a.m.,panchvatisupermarket.ca,(416) 439-9393,"QQG9+GM Scarborough, Toronto, ON",3.9,"3,809 reviews"
Supermarket,Longo's York Mills,"808 York Mills Rd, North York, ON M3B 1X7",Opens at 7:00 a.m.,longos.com,(416) 385-3113,"QJ3V+Q6 North York, Toronto, ON",4.1,542 reviews
Grocery store,M&M Food Market,"3850 Sheppard Ave E Unit 0510, Toronto, ON M1T 3L4",Opens at 9:00 a.m.,mmfoodmarket.com,(416) 297-0491,"QPM4+HX Toronto, Ontario",3.9,36 reviews
Grocery store,Listo's No Frills,"3555 Don Mills Rd, North York, ON M2H 3N3",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"QJVW+P8 North York, Toronto, ON",4.0,"2,256 reviews"
Food products supplier,Bulk Barn,"81 Gerry Fitzgerald Dr, North York, ON M3J 3N4",Opens at 10:00 a.m.,bulkbarn.ca,(416) 667-0505,"QGPG+59 North York, Toronto, ON",4.0,57 reviews
Supermarket,Metro,"16 William Kitchen Rd, Toronto, ON M1P 5B7",opening hr not provided,metro.ca,(416) 321-6300,"QPC9+83 Toronto, Ontario",4.3,"2,082 reviews"
Asian grocery store,Nations Fresh Food,"7600 Weston Rd, Woodbridge, ON L4L 8B7",Opens at 8:30 a.m.,nationsfreshfoods.ca,(905) 856-1988,"QFQ2+26 Vaughan, Ontario",3.9,"1,790 reviews"
Grocery store,Real Canadian Superstore,"825 Don Mills Rd, North York, ON M3C 1V4",opening hr not provided,realcanadiansuperstore.ca,(416) 391-0080,"PMF7+33 North York, Toronto, ON",4.2,"2,953 reviews"
Pet store,Pet Valu,"10850 Yonge St, Richmond Hill, ON L4C 3E4",opening hr not provided,store.petvalu.com,(905) 884-3334,"VHR4+MV Richmond Hill, Ontario",4.2,73 reviews
Pharmacy,Shoppers Drug Mart,"8865 Yonge St #1, Richmond Hill, ON L4C 6Z1",opening hr not provided,stores.shoppersdrugmart.ca,(905) 882-0255,"RHVC+H6 Richmond Hill, Ontario",3.3,59 reviews
Supermarket,Field Fresh Supermarket,"5661 Steeles Ave E, Scarborough, ON M1V 5P6",Opens at 8:00 a.m.,fieldfresh5661.ca,(416) 292-6158,"RPJP+Q5 Scarborough, Toronto, ON",3.7,624 reviews
Discount supermarket,Food Basics,"2452 Sheppard Ave E, Toronto, ON M2J 4W6",Opens at 8:00 a.m.,foodbasics.ca,(416) 756-2513,"QMGF+8R Toronto, Ontario",3.9,947 reviews
Discount supermarket,Food Basics,"9600 Islington Ave, Vaughan, ON L4L 1A7",Opens at 8:00 a.m.,foodbasics.ca,(905) 893-1618,"R9GR+36 Vaughan, Ontario",4.1,308 reviews
Shipping and mailing service,The UPS Store,"13085 Yonge St Unit #19, Richmond Hill, ON L4E 0K2",Opens at 9:00 a.m.,theupsstore.ca,(905) 773-5006,"WGXW+62 Richmond Hill, Ontario",4.0,169 reviews
Chinese supermarket,Foody World,"8 William Kitchen Rd A, Scarborough, ON M1P 5B7",opening hr not provided,foodyworld.ca,(416) 609-0666,"QPC9+WV Scarborough, Toronto, ON",4.0,"1,451 reviews"
Supermarket,Longo's Rutherford,"5283 Rutherford Rd, Woodbridge, ON L4H 2T2",Opens at 8:00 a.m.,longos.com,(905) 850-7013,"R97V+Q9 Vaughan, Ontario",4.5,218 reviews
Home improvement store,Oakridges Home Hardware,"125 King Rd, Richmond Hill, ON L4E 1A5",Opens at 9:00 a.m.,homehardware.ca,(905) 773-5428,"WGVR+5C Richmond Hill, Ontario",4.3,213 reviews
Convenience store,Duncan Mills Tuck Shop,"2040 Don Mills Rd, North York, ON M3A 3R7",Opens at 8:00 a.m.,website not available,(416) 449-5496,"QM72+FV North York, Toronto, ON",4.2,14 reviews
Natural goods store,Ambrosia,"57 Northview Blvd, Woodbridge, ON L4L 8X9",Opens at 9:00 a.m.,ambrosia.ca,(905) 264-2510,"QFR4+7C Vaughan, Ontario",4.2,220 reviews
Grocery store,Real Canadian Superstore,"2549 Weston Rd, York, ON M9N 2A7",opening hr not provided,realcanadiansuperstore.ca,(416) 246-9192,"PF68+4F York, Toronto, ON",4.2,"3,405 reviews"
Grocery store,朗豪坊大統華 (T&T),"8339 Kennedy Rd, Unionville, ON L3R 1J5",Opens at 9:00 a.m.,tntsupermarket.com,(905) 470-9113,"VM4W+WG Markham, Ontario",4.0,165 reviews
Grocery store,City Market Valu-mart,"301 College St, Toronto, ON M5T 1S2",Opens at 9:00 a.m.,independentcitymarket.ca,(416) 928-2992,"MH4X+W9 Toronto, Ontario",3.8,641 reviews
Electronics store,Best Buy,"225 High Tech Rd Unit 3, Richmond Hill, ON L4B 0A6",opening hr not provided,stores.bestbuy.ca,(905) 695-3906,"RHRJ+QX Richmond Hill, Ontario",3.6,"2,168 reviews"
Grocery store,GLO-HAR Variety,"4455 Sheppard Ave E, Scarborough, ON M1S 3G9",Opens at 7:00 a.m.,website not available,(416) 291-3060,"QPQM+39 Scarborough, Toronto, ON",5.0,8 reviews
Furniture store,Structube Richmond Hill,"45 Red Maple Rd Unit 5b, Richmond Hill, ON L4B 4M6",opening hr not provided,structube.com,(905) 764-4841,"RHRH+QV Richmond Hill, Ontario",3.2,87 reviews
Supermarket,Galleria Supermarket,"865 York Mills Rd, North York, ON M3B 1Y6",Opens at 7:00 a.m.,galleriasm.com,(647) 352-5004,"QM32+G6 North York, Toronto, ON",4.4,"2,708 reviews"
Computer store,Canada Computers & Electronics,"1070 Major Mackenzie Dr E Unit C1, Richmond Hill, ON L4S 1P3",Opens at 10:00 a.m.,canadacomputers.com,(905) 883-0817,"VHGQ+W5 Richmond Hill, Ontario",3.6,565 reviews
Grocery store,Panchvati Supermarket,"45 Woodbine Downs Blvd, Etobicoke, ON M9W 6N5",Opens at 9:30 a.m.,patelbrothers.ca,(416) 213-9394,"P9PV+VQ Etobicoke, Toronto, ON",4.1,"1,172 reviews"
Gourmet grocery store,McEwan Fine Foods (Don Mills),"38 Karl Fraser Rd, North York, ON M3C 0H7",Opens at 8:00 a.m.,mcewangroup.ca,(416) 444-6262,"PMP3+HV North York, Toronto, ON",4.3,719 reviews
Grocery store,Mike's No Frills,"5731 Hwy 7, Woodbridge, ON L4L 4Y9",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"Q9FQ+H3 Vaughan, Ontario",3.9,918 reviews
Grocery store,Mike's Independent City Market Toronto,"111 Peter St, Toronto, ON M5V 2H1",Opens at 8:00 a.m.,independentcitymarket.ca,(416) 977-2515,"JJX4+6Q Toronto, Ontario",3.9,608 reviews
Office supply store,Staples,"1700 Elgin Mills Rd E Unit 2, Richmond Hill, ON L4S 0B2",opening hr not provided,stores.staples.ca,(905) 770-1600,"WJ25+5V Richmond Hill, Ontario",3.7,268 reviews
Home improvement store,The Home Depot,"50 Red Maple Rd, Richmond Hill, ON L4B 4K1",opening hr not provided,stores.homedepot.ca,(905) 763-2311,"RHRG+9F Richmond Hill, Ontario",4.0,"1,523 reviews"
Cell phone store,The Mobile Shop,"301 High Tech Rd, Richmond Hill, ON L4B 4R2",Opens at 10:00 a.m.,themobileshop.ca,(905) 763-2070,"RHVQ+5R Richmond Hill, Ontario",4.6,18 reviews
Chinese supermarket,Hong Tai Supermarket,"2555 Victoria Park Ave, Scarborough, ON M1T 1A3",Opens at 9:00 a.m.,foodyworld.ca,(416) 773-1166,"QMFH+5H Scarborough, Toronto, ON",3.8,"1,461 reviews"
Shipping and mailing service,The UPS Store,"10520 Yonge St, Richmond Hill, ON L4C 3C7",Opens at 9:00 a.m.,theupsstore.ca,(905) 737-5277,"VHM5+HG Richmond Hill, Ontario",3.2,77 reviews
Supermarket,Centra food market,"2592 Finch Ave W, North York, ON M9L 2B7",Opens at 9:00 a.m.,centrafoods.ca,(416) 747-8886,"PCXQ+C8 North York, Toronto, ON",3.9,328 reviews
Grocery store,Durante's No Frills,"1 York Gate Blvd, North York, ON M3N 3A1",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"QF5J+JF North York, Toronto, ON",4.0,"1,201 reviews"
Grocery store,Fortinos,"8585 ON-27, Woodbridge, ON L4L 1V2",Opens at 7:00 a.m.,fortinos.ca,(905) 851-7632,"Q9VG+5G Vaughan, Ontario",4.4,"1,258 reviews"
Bakery,SOHO BAKERY & DESSERTS,"38 Buttonfield Rd #6, Markham, ON L3R 9G8",Opens at 9:00 a.m.,website not available,(905) 305-0988,"VJ9R+8X Markham, Ontario",4.2,84 reviews
Craft store,Michaels,"20 John Birchall Rd #2, Richmond Hill, ON L4S 0B2",Opens at 10:00 a.m.,locationsca.michaels.com,(905) 780-7717,"WJ24+4V Richmond Hill, Ontario",4.1,947 reviews
Coin dealer,Canadian Coin & Currency,"10355 Yonge St, Richmond Hill, ON L4C 3C1",Opens at 9:30 a.m.,cdncoin.com,(905) 883-5300,"VHH6+XC Richmond Hill, Ontario",4.5,132 reviews
Grocery store,3mile Convenience Store,"CA ON Toronto, 70 Town Centre Court unit 4M1P 0B2",opening hr not provided,website not available,(647) 969-8033,"QPFV+GQ Toronto, Ontario",5.0,10 reviews
Sporting goods store,Sport Chek,"9350 Yonge St Unit Y-2, Richmond Hill, ON L4C 5G2",Opens at 10:00 a.m.,sportchek.ca,(905) 508-1917,"VH36+GW Richmond Hill, Ontario",3.4,155 reviews
Office supply store,Staples,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",opening hr not provided,stores.staples.ca,(905) 882-6995,"RHRH+G4 Richmond Hill, Ontario",4.0,380 reviews
Grocery store,Green's West Indian Groceries,"11 Westmore Dr, Etobicoke, ON M9V 3Y6",Opens at 9:00 a.m.,website not available,(416) 745-6399,"P9VW+6G Etobicoke, Toronto, ON",3.7,37 reviews
Garden center,Walmart Garden Center,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",opening hr not provided,walmart.ca,(905) 737-3457,"VHGR+WJ Richmond Hill, Ontario",review not available,not available
Department store,Hudson's Bay,"9350 Yonge St, Richmond Hill, ON L4C 5G2",opening hr not provided,locations.thebay.com,(905) 883-1222,"VH37+WQ Richmond Hill, Ontario",4.0,"1,184 reviews"
Home goods store,Oomomo,"3265 Hwy 7, Markham, ON L3R 3P9",Opens at 10:00 a.m.,oomomostore.com,(905) 604-8390,"VM22+38 Markham, Ontario",4.4,563 reviews
Supermarket,Lone Tai Supermarket,"2300 Lawrence Ave E, Scarborough, ON M1P 2R2",Opens at 9:00 a.m.,website not available,(416) 285-6686,"QP2C+2X Scarborough, Toronto, ON",3.9,588 reviews
Coffee store,Starbucks,"9350 Yonge St F016B, Toronto, ON L4C 5G2",Opens at 10:00 a.m.,starbucks.ca,(647) 921-5710,"VH37+7G Toronto, Ontario",4.2,277 reviews
Lexus dealer,Lexus of Richmond Hill,"11552 Yonge St, Richmond Hill, ON L4E 3N7",Opens at 7:30 a.m.,lexusofrichmondhill.com,(905) 883-8812,"WH53+G6 Richmond Hill, Ontario",4.3,"1,208 reviews"
Clothing store,Roots,"9350 Yonge St Unit H 11, Richmond Hill, ON L4C 5G2",opening hr not provided,roots.com,(905) 884-3285,"VH37+J6 Richmond Hill, Ontario",3.4,26 reviews
Supermarket,Mercator Euro Mini Mart,"2046 Sheppard Ave E, North York, ON M2J 5B3",Opens at 10:00 a.m.,mercatortoronto.com,(416) 916-4066,"QMG9+7R North York, Toronto, ON",4.6,98 reviews
Home improvement store,The Home Depot,"10885 Leslie St, Richmond Hill, ON L4S 0B2",opening hr not provided,stores.homedepot.ca,(905) 787-7200,"WJ24+J3 Richmond Hill, Ontario",4.0,"1,055 reviews"
Art supply store,DeSerres,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 11:00 a.m.,deserres.ca,(905) 780-1771,"VH49+CC Richmond Hill, Ontario",4.4,319 reviews
Grocery store,Coppa's Fresh Market,"148 Bennett Rd, Scarborough, ON M1E 3Y3",Opens at 7:00 a.m.,coppas.com,(416) 282-5759,"QRCM+PF Scarborough, Toronto, ON",4.2,503 reviews
Grocery store,Sobeys Urban Fresh Rosebury Square,"145 Marlee Ave, York, ON M6B 3H3",opening hr not provided,sobeys.com,(416) 781-0145,"PH35+FJ York, Toronto, ON",4.0,475 reviews
Food products supplier,Genesis Bulk & Natural Foods,"3877 Jane St, North York, ON M3N 2K1",Opens at 10:00 a.m.,genesisbulkfoods.com,(416) 635-5109,"QF4M+9Q North York, Toronto, ON",5.0,2 reviews
Discount supermarket,Food Basics,"1571 Sandhurst Cir, Scarborough, ON M1V 1V2",Opens at 8:00 a.m.,foodbasics.ca,(416) 412-3100,"RP5J+P5 Scarborough, Toronto, ON",3.8,541 reviews
Grocery store,John's No Frills,"13255 ON-27, Nobleton, ON L0G 1N0",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"W85X+56 Nobleton, Ontario",4.2,488 reviews
Gourmet grocery store,Ararat International Fine Foods,"1800 Avenue Rd, North York, ON M5M 3Z1",Opens at 10:00 a.m.,website not available,(416) 782-5722,"PHJJ+48 North York, Toronto, ON",4.4,21 reviews
Furniture store,The Brick,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",Opens at 10:00 a.m.,thebrick.com,(905) 731-2221,"RHRJ+Q3 Richmond Hill, Ontario",3.4,742 reviews
Supermarket,Victoria Supermarket,"1400 Victoria Park Ave, North York, ON M4A 2L8",Opens at 9:00 a.m.,victoriasupermarket.ca,Phone not available,"PM9X+FR North York, Toronto, ON",3.8,302 reviews
Discount supermarket,Food Basics,"1277 York Mills Rd, North York, ON M3A 1Z5",Opens at 8:00 a.m.,foodbasics.ca,(416) 444-7921,"QM6F+5Q North York, Toronto, ON",3.9,793 reviews
Indian grocery store,Uthaya's Supermarket,"5010 Steeles Ave W, Etobicoke, ON M9V 5C6",Opens at 9:00 a.m.,website not available,(416) 740-7971,"QC55+X4 Etobicoke, Toronto, ON",3.8,551 reviews
Vaporizer store,180 Smoke Vape Store,"420 Hwy 7 Unit 14, Richmond Hill, ON L4B 3K2",Opens at 10:30 a.m.,180smoke.ca,(905) 597-0668,"RJV5+FG Richmond Hill, Ontario",4.9,78 reviews
Non-profit organization,The Salvation Army Thrift Store,"11300 Yonge St, Richmond Hill, ON L4S 1K9",opening hr not provided,thriftstore.ca,(905) 787-8993,"WH33+4V Richmond Hill, Ontario",4.2,176 reviews
Indian grocery store,Panchvati Supermarket,"8814 The Gore Rd, Brampton, ON L6P 0B1",Opens at 9:00 a.m.,panchvatisupermarket.ca,(905) 794-5372,"Q88R+MC Brampton, Ontario",4.1,898 reviews
Shipping and mailing service,The UPS Store,"155 East Beaver Creek Rd, Richmond Hill, ON L4B 2N1",Opens at 9:00 a.m.,theupsstore.ca,(905) 889-2554,"RJXC+HR Richmond Hill, Ontario",1.3,188 reviews
Grocery store,Loblaws,"11 Redway Rd, East York, ON M4H 1P6",opening hr not provided,loblaws.ca,(416) 425-5516,"MJXR+M4 East York, Toronto, ON",4.2,832 reviews
Grocery store,Independent City Market,"1022 King St W, Toronto, ON M6K 0C1",Opens at 7:00 a.m.,independentcitymarket.ca,(416) 596-0665,"JHRM+JV Toronto, Ontario",4.0,478 reviews
Mazda dealer,Mazda of Richmond Hill,"10414 Yonge St, Richmond Hill, ON L4C 3C3",Opens at 8:00 a.m.,mazdaofrichmondhill.com,(905) 780-9999,"VHJ6+H2 Richmond Hill, Ontario",4.6,635 reviews
Indian grocery store,Panchvati Supermarket,"8814 The Gore Rd, Brampton, ON L6P 0B1",Opens at 9:00 a.m.,panchvatisupermarket.ca,(905) 794-5372,"Q88R+MF Brampton, Ontario",3.6,12 reviews
Grocery store,Fortinos,"700 Lawrence Ave W, North York, ON M6A 3B4",Opens at 7:00 a.m.,fortinos.ca,(416) 785-9843,"PH83+R3 North York, Toronto, ON",4.1,"1,202 reviews"
Flea market,Downsview Park Merchants Market,"40 Carl Hall Rd, North York, ON M3K 2C1",opening hr not provided,dpmarket.com,(416) 638-2525,"QG29+GX North York, Toronto, ON",4.2,"1,986 reviews"
Furniture store,Ashley HomeStore,"45 Red Maple Rd, Richmond Hill, ON L4B 4M6",opening hr not provided,ashleyhomestore.ca,(905) 763-6020,"RHRH+PH Richmond Hill, Ontario",4.0,604 reviews
Grocery store,Motherland Foods -Kerala Grocery Scarborough,"1286 Kennedy Rd #5, Scarborough, ON M1P 2L5",Opens at 10:30 a.m.,toronto.motherlandgrocery.ca,(416) 551-4661,"QP5C+5G Scarborough, Toronto, ON",4.6,50 reviews
Market researcher,Canadian Viewpoint: Market Research Fieldwork and Data Collection,"3-9078 Leslie St, Richmond Hill, ON L4B 3L8",Opens at 9:00 a.m.,canview.com,(905) 770-1770,"VJ37+5Q Richmond Hill, Ontario",3.4,9 reviews
Supermarket,The Beer Store,"18401 Yonge St, East Gwillimbury, ON L9N 0A2",Opens at 10:00 a.m.,thebeerstore.ca,(905) 895-2332,"3GG9+5J East Gwillimbury, Ontario",4.2,75 reviews
Pet supply store,Bone & Biscuit,"9330 Bathurst St Unit #4, Maple, ON L6A 4N9",Opens at 10:00 a.m.,shop.boneandbiscuit.ca,(905) 303-1111,"RGXR+H6 Vaughan, Ontario",5.0,44 reviews
Gourmet grocery store,Arz Fine Foods,"1909 Lawrence Ave E, Scarborough, ON M1R 2Y6",Opens at 8:30 a.m.,arzfinefoods.com,(416) 755-5084,"PMVX+GJ Scarborough, Toronto, ON",4.2,"2,279 reviews"
Coffee store,Starbucks,"Ontario, Richmond Hill Yonge St 邮政编码:, L4C 5G2",opening hr not provided,starbucks.ca,Phone not available,"VH47+CM Richmond Hill, Ontario",review not available,not available
Grocery store,Sommer Market,"1745 Albion Rd, Etobicoke, ON M9V 1C3",opening hr not provided,website not available,(416) 740-8684,"P9VV+9R Etobicoke, Toronto, ON",4.4,41 reviews
