google_category,title,address,opening_hrs,website,phone,plus_code,review,total number of reviews
Grocery store,Rob’s No Frills,"13071 Yonge St, Richmond Hill, ON L4E 1A5",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"WGXW+28 Richmond Hill, Ontario",3.8,828 reviews
Food products supplier,Bulk Barn,"11005 Yonge St, Richmond Hill, ON L4C 0K7",Opens at 10:00 a.m.,bulkbarn.ca,(905) 770-0330,"VHW5+74 Richmond Hill, Ontario",4.5,59 reviews
Health food store,Great Mountain Ginseng,"1 Promenade Cir, Thornhill, ON L4J 4P8",Opens at 11:00 a.m.,greatmountainginseng.com,(289) 597-2908,"RG5X+62 Vaughan, Ontario",4.0,2 reviews
Grocery store,Sobeys Vaughan,"9200 Bathurst St, Thornhill, ON L4J 8W1",Opens at 7:00 a.m.,sobeys.com,(905) 731-7600,"RGWQ+CM Vaughan, Ontario",4.1,488 reviews
Health food store,Daya Health Foods عطاری دایا,"7181 Yonge St unit 103, Markham, ON L3T 0C7",Opens at 1:00 p.m.,website not available,(905) 881-0454,"RH3J+96 Markham, Ontario",3.7,7 reviews
Grocery store,Sobeys Vaughan,"9200 Bathurst St, Thornhill, ON L4J 8W1",Opens at 7:00 a.m.,sobeys.com,(905) 731-7600,"RGWQ+CM Vaughan, Ontario",4.1,488 reviews
Health food store,Smart Natural Health Products Inc,"Markham, ON L3R 3P9",Opens at 10:30 a.m.,smarthealth365.com,(905) 944-1168,"RMX3+Q3 Markham, Ontario",4.4,10 reviews
Supermarket,President's Choice,"4R2, 301 High Tech Rd, Richmond Hill, ON L4B 0A3",Opens at 8:30 a.m.,presidentschoice.ca,+1 888-495-5111,"RHVR+52 Richmond Hill, Ontario",3.5,4 reviews
Health and beauty shop,Healthy Planet Aurora,"14760 Yonge Street Unit: 3-4, Aurora, ON L4G 7H8",Opens at 10:00 a.m.,healthyplanetcanada.com,(289) 879-2700,"XGPP+C3 Aurora, Ontario",4.7,55 reviews
Vitamin & supplements store,Atrium Innovations - Trophic Products,"490 Elgin Mills Rd E, Richmond Hill, ON L4C 0L8",Opens at 8:00 a.m.,website not available,+1 800-663-4136,"VHVC+8V Richmond Hill, Ontario",3.0,2 reviews
Health food store,Green Pastures Naturals,"3-8 Green Ln, Thornhill, ON L3T 7P7",Opens at 9:30 a.m.,greenpasturesnaturals.com,(289) 597-6463,"RHCX+PR Markham, Ontario",5.0,6 reviews
Department store,Walmart Supercentre,"1070 Major Mackenzie Dr E A, Richmond Hill, ON L4S 1P3",opening hr not provided,walmart.ca,(905) 737-3457,"VHGR+WJ Richmond Hill, Ontario",4.0,"1,382 reviews"
Organic food store,Nature's Emporium,"16655 Yonge St, Newmarket, ON L3X 1V6",opening hr not provided,naturesemporium.com,(905) 898-1844,"2GPH+32 Newmarket, Ontario",4.4,"1,341 reviews"
Grocery store,Whole Foods Market,"3997 Hwy 7, Markham, ON L3R 5M6",opening hr not provided,wholefoodsmarket.com,(905) 474-4900,"VM5H+53 Markham, Ontario",4.2,
Health food store,Dabai Health Food,"8481 Keele St U15, Concord, ON L4K 1Z7",Opens at 9:00 a.m.,website not available,(416) 605-9061,"RF9W+8V Vaughan, Ontario",review not available,not available
Grocery store,The Low Carb Grocery Markham,"170 Esna Park Dr #8, Markham, ON L3R 1E3",Opens at 10:00 a.m.,thelowcarbgrocery.com,+1 888-484-7479,"RMG7+57 Markham, Ontario",4.7,199 reviews
Health food store,Bill Beauty Health Food Store,"4675 Steeles Ave E, Scarborough, ON M1V 0B7",opening hr not provided,billbeauty.com,(416) 321-2128,"RMFW+JX Scarborough, Toronto, ON",2.0,3 reviews
Health food store,Health Liu Yento O/A Great Nature Products,"398 Ferrier St, Markham, ON L3R 2Z5",Opens at 12:30 p.m.,website not available,(905) 513-9555,"RM99+VJ Markham, Ontario",review not available,not available
Health food store,VitaShop,"7181 Yonge St #38, Markham, ON L3T 0C7",Opens at 10:00 a.m.,vitashop.ca,(647) 847-1552,"RH3J+76 Markham, Ontario",4.1,33 reviews
Health food store,E&F Natural Products,"First Markham Place Unit, 91, Markham, ON",Opens at 10:30 a.m.,website not available,Phone not available,"RMX2+WQ Markham, Ontario",3.0,1 review
Health food store,Healthy Planet Markham,"8567 McCowan Rd, Unionville, ON L3P 1W9",Opens at 10:00 a.m.,healthyplanetcanada.com,(905) 209-7474,"VP98+P5 Markham, Ontario",3.5,90 reviews
Health food store,HERBALIFE NUTRITION CANADA DISTRIBUTOR,adress not available,Open now: Open 24 hours,square.site,(647) 222-5693,plus code available,review not available,not available
Health food store,Don Valley Health Food,"3060 Don Mills Rd E, North York, ON M2J 3C1",Opens at 9:30 a.m.,donvalleyhealthfood.ca,(416) 491-5160,"QJPX+74 North York, Toronto, ON",4.5,15 reviews
Grocery store,Denis Market,"9301 Bathurst St #11, Richmond Hill, ON L4C 9S2",Opens at 9:00 a.m.,denismarket.ca,(905) 770-1700,"RGXR+9W Richmond Hill, Ontario",4.5,49 reviews
Supermarket,Walmart Grocery Pickup & Delivery,"1070 Major Mackenzie Dr E A, Richmond Hill, ON L4S 1P3",Opens at 8:00 a.m.,walmart.ca,(905) 737-7840,"VHGR+WJ Richmond Hill, Ontario",4.8,5 reviews
Supermarket,Walmart Grocery Pickup & Delivery,"1070 Major Mackenzie Dr E A, Richmond Hill, ON L4S 1P3",Opens at 8:00 a.m.,walmart.ca,(905) 737-7840,"VHGR+WJ Richmond Hill, Ontario",4.8,5 reviews
Grocery store,M&M Food Market,"8750 Bayview Ave Unit 17, Richmond Hill, ON L4B 4V9",Opens at 10:00 a.m.,mmfoodmarket.com,(905) 597-1099,"RHVR+8Q Richmond Hill, Ontario",4.4,68 reviews
Health food store,Good Health Mart Woodbridge,"205 Marycroft Ave Unit 10, Woodbridge, ON L4L 5X8",Opens at 10:00 a.m.,goodhealthmartwoodbridge.com,(905) 850-3000,"QCMP+X4 Vaughan, Ontario",4.8,13 reviews
Organic food store,Nature's Emporium,"2535 Major MacKenzie Dr W, Maple, ON L6A 1C6",opening hr not provided,naturesemporium.com,(905) 553-5527,"VF2H+R9 Vaughan, Ontario",4.4,674 reviews
Health food store,The Fantastic Herbalist,adress not available,Open now: Open 24 hours,website not available,(647) 540-4665,plus code available,5.0,3 reviews
Supermarket,Golden Dollar,"Yongeview Ave, Richmond Hill, ON L4C 5T2",opening hr not provided,website not available,(905) 884-9056,"VH68+JQ Richmond Hill, Ontario",4.0,1 review
Pharmacy,Shoppers Drug Mart,"9651 Yonge St, Richmond Hill, ON L4C 1V7",opening hr not provided,stores.shoppersdrugmart.ca,(905) 508-2921,"VH78+87 Richmond Hill, Ontario",3.0,69 reviews
Health food store,Oasis Naturals,"2150 Steeles Ave W, Concord, ON L4K 2Y7",Opens at 9:00 a.m.,oasisnaturals.ca,(647) 706-2011,"QGM5+39 Vaughan, Ontario",1.0,1 review
Department store,Walmart Supercentre,"255 Silver Linden Dr, Richmond Hill, ON L4B 4V5",opening hr not provided,walmart.ca,(905) 747-0628,"RHRM+RJ Richmond Hill, Ontario",3.9,"3,369 reviews"
Health food store,Wild Ginseng Health Products,"3235 Hwy 7, Markham, ON L3R 3P3",Opens at 10:30 a.m.,website not available,Phone not available,"VM22+2P Markham, Ontario",review not available,not available
Natural goods store,Ambrosia Natural Foods,"1725 Avenue Rd, North York, ON M5M 3Y5",Opens at 9:00 a.m.,ambrosia.ca,(647) 748-1725,"PHHJ+FW North York, Toronto, ON",4.3,233 reviews
Health food store,nutrition house,"4841 Yonge St, North York, ON M2N 5Y7",Opens at 9:30 a.m.,nutritionhouse.com,(905) 707-7633,"QH7Q+4Q North York, Toronto, ON",4.7,3 reviews
Health food store,Healthy Planet Bathurst & Sheppard,"588 Sheppard Ave W, North York, ON M3H 2S1",Opens at 9:30 a.m.,healthyplanetcanada.com,(416) 398-2444,"QH46+F7 North York, Toronto, ON",4.1,106 reviews
Supermarket,Super Talaee,"9625 Yonge St, Richmond Hill, ON L4C 5T2",Opens at 8:00 a.m.,website not available,(905) 884-9056,"VH68+JQ Richmond Hill, Ontario",4.7,17 reviews
Vitamin & supplements store,Health Garden Vitamin Store,"69 Doncaster Ave, Thornhill, ON L3T 1L6",Opens at 9:30 a.m.,vitaminon.com,(905) 881-5764,"RH3M+GP Markham, Ontario",4.2,20 reviews
Organic food store,Nature's Emporium,"16655 Yonge St, Newmarket, ON L3X 1V6",opening hr not provided,naturesemporium.com,(905) 898-1844,"2GPH+32 Newmarket, Ontario",4.4,"1,341 reviews"
Health food store,Wholesome Herbal LTD c/o Eathon Chen,"3255 Rutherford Rd #19, Concord, ON L4K 5Y5",Closed today,website not available,(647) 367-8188,"RFH5+CH Vaughan, Ontario",review not available,not available
Natural goods store,Ambrosia,"57 Northview Blvd, Woodbridge, ON L4L 8X9",Opens at 9:00 a.m.,ambrosia.ca,(905) 264-2510,"QFR4+7C Vaughan, Ontario",4.2,220 reviews
Health food store,peace Health,"398 Ferrier St #69b, Markham, ON L3R 2Z5",Opens at 11:00 a.m.,peacehealth.org,(647) 428-6787,"RM99+VM Markham, Ontario",5.0,1 review
Vitamin & supplements store,Kim Natural Foods Holistic Nutrition,"1396 Don Mills Rd unit B104, North York, ON M3B 3N1",Opens at 11:00 a.m.,kimnaturalfoods.com,(416) 391-0808,"PMX2+FV North York, Toronto, ON",5.0,19 reviews
Organic food store,Nature's Emporium,"8401 Weston Rd, Woodbridge, ON L4L 0K8",opening hr not provided,naturesemporium.com,(365) 527-2466,"RC4X+VW Vaughan, Ontario",4.3,314 reviews
Grocery store,Super Shiraz,"10720 Yonge St, Richmond Hill, ON L4C 3C9",Opens at 9:30 a.m.,website not available,(905) 237-0155,"VHQ5+H5 Richmond Hill, Ontario",3.4,26 reviews
Grocery store,Whole Foods Market,"4771 Yonge St, North York, ON M2N 5M5",opening hr not provided,wholefoodsmarket.com,(416) 730-1100,"QH6Q+9V North York, Toronto, ON",4.2,
Supermarket,Longo's Bathurst,"9306 Bathurst St, Maple, ON L6A 4N9",Opens at 7:00 a.m.,longos.com,(289) 304-9520,"RGXQ+4C Vaughan, Ontario",4.3,443 reviews
Warehouse store,Costco Wholesale,"35 John Birchall Rd, Richmond Hill, ON L4S 0B2",opening hr not provided,costco.ca,(905) 780-2100,"WJ25+MM Richmond Hill, Ontario",4.3,"4,788 reviews"
Health food store,Healthy Planet Scarborough (Parkway Mall),"Parkway Mall, 85 Ellesmere Rd Unit 1, Scarborough, ON M1R 4C3",Opens at 9:30 a.m.,healthyplanetcanada.com,(416) 510-8576,"QM4P+PJ Scarborough, Toronto, ON",3.7,98 reviews
Juice shop,Booster Juice,"10775 Leslie St #A404A, Richmond Hill, ON L4S 0B2",Opens at 7:00 a.m.,boosterjuice.com,(905) 770-4333,"WJ24+24 Richmond Hill, Ontario",4.7,31 reviews
Health food store,Genex Nutraceuticals,"400 Spinnaker Way, Concord, ON L4K 5Y9",opening hr not provided,website not available,(905) 532-0009,"RGM4+34 Vaughan, Ontario",5.0,1 review
Health food store,Well Nutrition,"1801 Rutherford Rd Unit B5, Concord, ON L4K 5R7",Opens at 10:00 a.m.,well-nutrition.business.site,(289) 304-6075,"RGR4+3W Vaughan, Ontario",5.0,2 reviews
Health food store,Green Natural Health Foods,"689 Mt Pleasant Rd, Toronto, ON M4S 2N2",Opens at 10:00 a.m.,website not available,(416) 489-0700,"PJ46+99 Toronto, Ontario",4.6,11 reviews
Health food store,Ontario Ginseng Farmer安大略老参农,"170 Esna Park Dr unit 2, Markham, ON L3R 1E3",Opens at 10:00 a.m.,ontarioginsengfarmer.com,(647) 898-2296,"RMG7+53 Markham, Ontario",5.0,23 reviews
Health food store,Altra Health Inc,"8865 Woodbine Ave #178, Markham, ON L3R 5G1",opening hr not provided,altrahealth.com,(416) 655-4629,"VJ5R+44 Markham, Ontario",5.0,1 review
Health food store,Glory Bee Health Production,"4300 Steeles Ave E, Markham, ON L3R 0Y5",opening hr not provided,website not available,(905) 948-1470,"RMGV+6G Markham, Ontario",3.3,7 reviews
Health food store,Pacific Herbal Shop,"4300 Steeles Ave E, Markham, ON L3R 0Y5",Opens at 11:00 a.m.,website not available,(905) 604-8082,"RMGV+FF Markham, Ontario",review not available,not available
Pet supply store,Global Pet Foods,"1070 Major Mackenzie Dr E Unit 109, Richmond Hill, ON L4S 1P3",Opens at 11:00 a.m.,globalpetfoods.com,(905) 508-8895,"VHGP+VG Richmond Hill, Ontario",4.3,118 reviews
Health food store,"Nature's Source ""Health Food Stores"" - Etobicoke","40 Ronson Dr Unit 2, Etobicoke, ON M9W 1B3",Opens at 9:00 a.m.,natures-source.com,(416) 242-8500,"MCXM+PW Etobicoke, Toronto, ON",4.6,37 reviews
Weight loss service,Jenny Craig Weight Loss Center,"9555 Yonge St Unit 21, Richmond Hill, ON L4C 9M5",Opens at 9:00 a.m.,locations.jennycraig.com,(905) 770-1145,"VH58+MH Richmond Hill, Ontario",5.0,1 review
Natural goods store,Noah's Natural Foods - Yonge & Eg,"2395 Yonge St, Toronto, ON M4P 3E7",Opens at 10:00 a.m.,noahsnaturalfoods.ca,(416) 488-0904,"PJ52+XF Toronto, Ontario",4.1,175 reviews
Discount supermarket,Food Basics,"10 Royal Orchard Blvd, Markham, ON L3T 3C3",Opens at 8:00 a.m.,foodbasics.ca,(905) 764-8555,"RHFG+G8 Markham, Ontario",3.9,404 reviews
Juice shop,Revitasize Rutherford,"9200 Bathurst St Unit C7, Thornhill, ON L4J 8W1",Opens at 9:00 a.m.,revitasize.ca,(905) 731-6558,"RGWR+R5 Vaughan, Ontario",4.4,7 reviews
Natural goods store,HONEY FOR MY HONEY,"100 Steeles Ave W #34B, Thornhill, ON L4J 7Y1",Opens at 10:00 a.m.,honey4myhoney.com,(905) 881-8298,"QHXF+5X Vaughan, Ontario",5.0,14 reviews
Health food store,S & H Health Foods,"1700 Wilson Ave, North York, ON M3L 1B2",Opens at 11:00 a.m.,sandhhealth.com,(416) 614-1359,"PFCQ+P8 North York, Toronto, ON",3.8,4 reviews
Corporate office,Nutrition House Canada Corporate Office,"80 West Beaver Creek Rd #12, Richmond Hill, ON L4B 1H3",Opens at 10:00 a.m.,nutritionhouse.com,(905) 707-7633,"VJ34+FC Richmond Hill, Ontario",review not available,not available
Health food store,S&H Health Foods,"Scarborough Town Centre, 300 Borough Dr, Scarborough, ON M1P 4P5",Opens at 10:00 a.m.,sandhhealth.com,(416) 296-1777,"QPGR+GF Scarborough, Toronto, ON",2.3,7 reviews
Health food store,"Nature's Signature ""Health Food Stores"" Stockyards Toronto","2155 St Clair Ave W #1A, Toronto, ON M6N 1K5",Opens at 9:00 a.m.,natures-source.com,(416) 763-6789,"MG9G+VQ Toronto, Ontario",5.0,3 reviews
Health food store,Nutridom,"1111 Flint Rd #25, North York, ON M3J 3C7",Opens at 8:30 a.m.,nutridom.ca,+1 855-387-1010,"QGHC+92 North York, Toronto, ON",5.0,2 reviews
Health food store,Nutrition House Fairview Mall,"1800 Sheppard Avenue East, Fairview Mall Dr, North York, ON M2J 5A7",Opens at 11:00 a.m.,nutritionhouse.com,(416) 498-0599,"QMG4+X5 North York, Toronto, ON",4.4,10 reviews
Pharmacy,Shoppers Drug Mart,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",Opens at 9:00 a.m.,stores.shoppersdrugmart.ca,(905) 883-9984,"VHGP+WX Richmond Hill, Ontario",3.8,65 reviews
Natural goods store,Natural Health Food & Nature’s ALTERNATIVE CENTER,"1885 Finch Ave W, North York, ON M3N 2V2",Opens at 10:00 a.m.,business.site,(416) 630-3800,"QF4M+MJ North York, Toronto, ON",4.8,21 reviews
Health food store,Royal Jubilee Canada 加拿大花旗参海参燕窝花胶专门店,"3255 Hwy 7 Unit 132, Markham, ON L3R 3P9",Opens at 11:00 a.m.,royaljubilee.net,(416) 802-0187,"RMX2+WW Markham, Ontario",2.0,3 reviews
Health food store,Saporito Foods,"90 Nolan Crt, Markham, ON L3R 4L9",opening hr not provided,saporitofoods.com,(905) 604-1445,"RJFV+6J Markham, Ontario",review not available,not available
Health food store,Spring Chinese Herbs Inc,"398 Ferrier St, Markham, ON L3R 2Z5",Closed,website not available,(905) 415-3933,"RM99+XJ Markham, Ontario",5.0,2 reviews
Vitamin & supplements store,Popeye's Supplements Newmarket,"17480 Yonge St, Newmarket, ON L3Y 8A8",Opens at 9:00 a.m.,popeyesonlineorders.com,(905) 954-1888,"3G39+J3 Newmarket, Ontario",4.6,75 reviews
Vitamin & supplements store,Popeye's Supplements,"6365 Yonge St, North York, ON M2M 3X8",Opens at 10:00 a.m.,popeyestoronto.com,(647) 352-5933,"QHWJ+R5 North York, Toronto, ON",4.4,88 reviews
Health food store,Nelakee Vegetarian,"Ontario, Scarborough, Silver Star Blvd, CA ON Scarborough邮政编码: M1V 5H4",Opens at 11:00 a.m.,nelakeevegetarian.ca,(416) 335-4388,"RP54+RP Scarborough, Toronto, ON",4.0,10 reviews
Health food store,"Nature's Signature ""Health Food Stores"" Liberty Village Toronto","100 Lynn Williams St #1A, Toronto, ON M6K 3N6",,,,,4.8,4 reviews
Pharmacy,Shoppers Drug Mart,"10800 Bayview Ave, Richmond Hill, ON L4S 0A6",opening hr not provided,stores.shoppersdrugmart.ca,(905) 770-7050,"VHVH+XR Richmond Hill, Ontario",3.6,66 reviews
Health food store,2C Health,"8339 Kennedy Rd, Unionville, ON L3R 1J5",Opens at 1:00 p.m.,website not available,(416) 809-0238,"VM4W+VM Markham, Ontario",5.0,1 review
Health food store,"TST Health Foods, Inc.","8 Seagrave Crescent, Scarborough, ON M1W 3H7",Opens at 9:00 a.m.,5elementsvegetablesoup.com,+1 877-649-5648,"RM5J+F6 Scarborough, Toronto, ON",1.0,1 review
Health food store,Noah's Natural Foods - Yonge & Charles,"667 Yonge St, Toronto, ON M4Y 1Z9",Opens at 11:00 a.m.,noahsnaturalfoods.ca,(416) 969-0220,"MJ97+9J Toronto, Ontario",3.7,42 reviews
Vitamin & supplements store,Your Good Health,"2901 Bayview Ave, North York, ON M2K 1E6",Opens at 10:00 a.m.,yourgoodhealth.com,(416) 226-6192,"QJ97+8G North York, Toronto, ON",4.2,14 reviews
Pharmacy,Shoppers Drug Mart,"9275 Bayview Ave, Richmond Hill, ON L4C 9X4",opening hr not provided,stores.shoppersdrugmart.ca,(905) 886-6676,"VH4R+P3 Richmond Hill, Ontario",3.2,83 reviews
Pet supply store,PetSmart,"225 High Tech Rd, Richmond Hill, ON L4B 0A6",Opens at 9:00 a.m.,petsmart.ca,(905) 764-6116,"RHRJ+QQ Richmond Hill, Ontario",4.2,967 reviews
Grocery store,Anthony's No Frills,"1054 Centre St, Thornhill, ON L4J 3M8",Opens at 8:00 a.m.,nofrills.ca,+1 866-987-6453,"RG6Q+2Q Vaughan, Ontario",4.3,"1,643 reviews"
Health food store,well healthy 吉安堂,"548 Carlton Rd Suite 206, Unionville, ON L3R 0C6",Opens at 10:00 a.m.,website not available,(905) 604-1890,"VMCW+89 Markham, Ontario",4.0,1 review
Health food store,Good Health Herbal Inc,"3880 Midland Ave, Scarborough, ON M1V 5K4",opening hr not provided,website not available,(416) 293-9028,"RPC3+3X Scarborough, Toronto, ON",review not available,not available
Health food store,Healthy Planet Toronto Leaside,"95 Laird Dr, East York, ON M4G 3V1",Opens at 10:00 a.m.,healthyplanetcanada.com,(416) 422-0505,"PJ4Q+HJ East York, Toronto, ON",3.6,33 reviews
Health food store,Tavazo Dried Nuts & Fruits,"7345 Yonge St, Thornhill, ON L3T 2B3",Opens at 10:00 a.m.,tavazo.com,(905) 763-1855,"RH4H+J8 Markham, Ontario",4.2,49 reviews
Pharmacy,Shoppers Drug Mart,"13070 Yonge St, Richmond Hill, ON L4E 2T2",opening hr not provided,stores.shoppersdrugmart.ca,(905) 773-1983,"WGWV+CJ Richmond Hill, Ontario",3.0,84 reviews
Cafe,Covernotes Coffee House,"10268 Yonge St, Richmond Hill, ON L4C 3B7",Opens at 9:00 a.m.,website not available,(905) 508-2826,"VHH6+49 Richmond Hill, Ontario",4.5,495 reviews
Food products supplier,Bulk Barn,"720 Centre St Unit D1, Thornhill, ON L4J 0A7",Opens at 10:00 a.m.,bulkbarn.ca,(905) 882-8004,,4.2,50 reviews
Health food store,Health & Beauty Herbs Centre,"New Kennedy Square, 8360 Kennedy Rd Unit 20, Unionville, ON L3R 9W4",Opens at 10:00 a.m.,website not available,(905) 947-0022,"VM5W+P5 Markham, Ontario",review not available,not available
Health food store,Ann Payne's Caveman Foods Ltd,"1111 Flint Road, North York, ON M3J 2J6",Opens at 8:30 a.m.,tibibev.ca,(416) 665-4949,"QGH9+8X North York, Toronto, ON",5.0,1 review
Herb shop,Nutrition House Markville Mall,"5000 Hwy 7, Markham, ON L3R 4M9",Closed today,humbertown.nutritionhouse.com,(905) 944-1661,"VPC7+32 Markham, Ontario",3.5,8 reviews
Supermarket,Walmart Grocery Pickup & Delivery,"255 Silver Linden Dr, Richmond Hill, ON L4B 4V5",Opens at 8:00 a.m.,walmart.ca,(204) 654-9839,"RHRM+RJ Richmond Hill, Ontario",4.0,36 reviews
Health food store,Great Mountain Ginseng,"4675 Steeles Ave E, Scarborough, ON M1V 0B7",Closed today,greatmountainginseng.com,(647) 435-1277,"RMFW+JX Scarborough, Toronto, ON",5.0,1 review
Health food store,Healthy Planet East Scarborough (Markham & Lawrence),"3434 Lawrence Ave E, Scarborough, ON M1H 1A9",Opens at 11:00 a.m.,healthyplanetcanada.com,(416) 289-0808,"QQ6C+2J Scarborough, Toronto, ON",4.0,81 reviews
Health food store,E-Fong Canada Herbal Solution,"505 Hood Rd #22, Markham, ON L3R 5V6",opening hr not provided,e-fong-canada.com,(905) 480-1200,"RMJC+XG Markham, Ontario",review not available,not available
Vitamin & supplements store,GNC - General Nutrition Centres,"8601 Warden Ave #10, Unionville, ON L3R 0B5",opening hr not provided,gnc.ca,(905) 477-0512,"VM59+82 Markham, Ontario",3.9,13 reviews
Health food store,Healthy Planet Scarborough (Warden & Eglinton),"8 Lebovic Ave Suite 3b, Scarborough, ON M1L 4V9",Opens at 10:00 a.m.,healthyplanetcanada.com,(416) 750-7979,"PPG5+4C Scarborough, Toronto, ON",4.1,109 reviews
Health food store,Healthy Selections,"31 Progress Ave, Scarborough, ON M1P 2M1",opening hr not provided,healthy-selections.ca,(416) 291-4447,"QP9C+H8 Scarborough, Toronto, ON",5.0,2 reviews
Pharmacy,Shoppers Drug Mart,"10620 Yonge St, Richmond Hill, ON L4C 3C8",opening hr not provided,stores.shoppersdrugmart.ca,(905) 884-5233,"VHP5+C3 Richmond Hill, Ontario",3.3,90 reviews
Pharmacy,Metro Pharmacy,"1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3",opening hr not provided,metro.ca,(905) 884-3400,"VHGQ+WH Richmond Hill, Ontario",review not available,not available
Pet supply store,Global Pet Foods,"126 Tower Hill Rd #9, Richmond Hill, ON L4E 0K6",Opens at 10:00 a.m.,towerhill.globalpetfoods.com,(905) 883-4729,"WG7X+QM Richmond Hill, Ontario",4.6,81 reviews
Pharmacy,Shoppers Drug Mart,"8865 Yonge St #1, Richmond Hill, ON L4C 6Z1",opening hr not provided,stores.shoppersdrugmart.ca,(905) 882-0255,"RHVC+H6 Richmond Hill, Ontario",3.3,59 reviews
Pharmacy,Shoppers Drug Mart,"9350 Yonge St, Richmond Hill, ON L4C 5G2",opening hr not provided,stores.shoppersdrugmart.ca,(905) 884-0555,"VH47+86 Richmond Hill, Ontario",2.7,42 reviews
Pet supply store,PetSmart,"1700 Elgin Mills Rd E Unit 1, Richmond Hill, ON L4S 0B2",Opens at 9:00 a.m.,petsmart.ca,(905) 787-8740,"WJ25+7V Richmond Hill, Ontario",4.3,544 reviews
Pet supply store,Bone & Biscuit,"9330 Bathurst St Unit #4, Maple, ON L6A 4N9",Opens at 10:00 a.m.,shop.boneandbiscuit.ca,(905) 303-1111,"RGXR+H6 Vaughan, Ontario",5.0,44 reviews
Supermarket,Metro,"1 Henderson Dr, Aurora, ON L4G 4J7",Opens at 7:00 a.m.,metro.ca,(905) 727-0185,"XGMP+37 Aurora, Ontario",4.2,519 reviews
Vitamin & supplements store,Popeye's Supplements Vaughan,"7887 Weston Rd Unit #18, Woodbridge, ON L4L 1A6",Opens at 9:00 a.m.,popeyescanada.com,(905) 850-9300,"QFR2+XX Vaughan, Ontario",4.8,151 reviews
Grocery store,Longo's Markham,"3085 Hwy 7, Markham, ON L3R 0J5",Opens at 8:00 a.m.,longos.com,(905) 479-8877,"RJXV+RW Markham, Ontario",4.2,556 reviews
Health food store,Health Service Centre,"971 Bloor St W, Toronto, ON M6H 1L7",Opens at 10:00 a.m.,juicers4life.com,(416) 535-9562,"MH6C+FF Toronto, Ontario",2.8,17 reviews
Health food store,Healthy Planet Toronto Stockyards,"Stock Yards Village, 1960-1980 St Clair Ave W, Toronto, ON M6N 4X9",Opens at 9:00 a.m.,healthyplanetcanada.com,(416) 902-7750,"MGFJ+3R Toronto, Ontario",4.4,80 reviews
Grocery store,Sobeys Clark & Hilda,"441 Clark Ave W, Thornhill, ON L4J 6W8",Opens at 8:00 a.m.,sobeys.com,(905) 764-3770,"RH36+QH Vaughan, Ontario",4.3,583 reviews
Natural goods store,Indigo Natural Foods Inc,"76 Howden Rd, Scarborough, ON M1R 3C7",Opens at 6:30 a.m.,indigofoodsinc.com,(416) 752-1999,"QP25+RR Scarborough, Toronto, ON",4.4,7 reviews
Health food store,Sheng Foong Canada Ltd.,"Ontario, Markham, Birchmount Rd, 邮政编码: L3R 9X3",Opens at 10:00 a.m.,shengfoong.ca,(905) 604-2333,"RMRJ+82 Markham, Ontario",review not available,not available
Pet store,Pet Valu,"9325 Yonge St, Richmond Hill, ON L4C 1V4",Opens at 9:00 a.m.,store.petvalu.com,(905) 884-3911,"VH49+78 Richmond Hill, Ontario",4.6,56 reviews
Health food store,S & H Health Foods,"227 Vodden St E, Brampton, ON L6V 1N2",Opens at 10:00 a.m.,sandhhealth.com,(905) 450-9533,"P62V+PH Brampton, Ontario",3.6,23 reviews
Health food store,SBS Sino-Canada Products Inc,"4300 Steeles Ave E, Markham, ON L3R 0Y5",Opens at 11:00 a.m.,website not available,(905) 305-9699,"RMGV+GC Markham, Ontario",2.0,1 review
Grocery store,Whole Foods Market,"1860 Bayview Ave, Toronto, ON M4G 3E4",opening hr not provided,wholefoodsmarket.com,(416) 484-0090,"PJ7C+JV Toronto, Ontario",4.2,
Health food store,"Nature's Source ""Health Food Stores"" - Mississauga","5029 Hurontario St, Mississauga, ON L4Z 3X7",Opens at 9:00 a.m.,natures-source.com,(905) 502-6789,"J85W+2M Mississauga, Ontario",4.3,52 reviews
Health food store,Green World,"100 Tempo Ave, North York, ON M2H 2N8",Opens at 10:00 a.m.,greenworldna.com,(416) 696-9858,"RM45+9P North York, Toronto, ON",4.5,4 reviews
Grocery store,Real Canadian Superstore,"51 Gerry Fitzgerald Dr, Toronto, ON M3J 3N4",Opens at 7:00 a.m.,realcanadiansuperstore.ca,(416) 665-3209,"QGMH+XF Toronto, Ontario",4.1,"2,091 reviews"
Health food store,Kim Natural Food,"219 Roncesvalles Ave, Toronto, ON M6R 2L6",Opens at 9:00 a.m.,kimnaturalfoods.com,(416) 537-1428,"JHW2+8H Toronto, Ontario",4.7,37 reviews
Health food store,SEAKURA CANADA,"585 Canarctic Dr Unit 2, North York, ON M3J 2P9",Opens at 9:00 a.m.,seakura.ca,(416) 665-5515,"QGH8+78 North York, Toronto, ON",review not available,not available
Health food store,GTA NUTRITION,"1415 Kennedy Rd Unit #2, Scarborough, ON M1P 2L6",opening hr not provided,gtanutrition.ca,(416) 650-1515,"QP79+XX Scarborough, Toronto, ON",3.8,13 reviews
